################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.4317201587771381E+01 a      1562     0    79     1     2
  7.4622021891683818E+00 a      1563     0    79     1     3
 -6.9457368126005194E+00 a      1564     0    79     1     4
 -2.2519447721834549E+01 a      1565     0    79     1     5
  7.8052455189421668E+00 a      1566     0    79     1     6
 -8.7245052188075114E+00 a      1567     0    79     1     7
 -2.3805453411322230E+01 a      1568     0    79     1     8
 -2.7414295632944197E+00 a      1569     0    79     1     9
  1.2045312038194542E+01 a      1570     0    79     1    10
 -4.4839491143045800E+00 a      1571     0    79     1    11
  2.5040595923128732E+00 a      1572     0    79     1    12
  1.1958936328423146E+01 a      1573     0    79     1    13
 -1.1850720775268300E+01 a      1574     0    79     1    14
 -1.2275267160228353E+01 a      1575     0    79     1    15
  1.1061684288675826E+01 a      1576     0    79     1    16
 -2.2829374585921705E+01 a      1577     0    79     1    17
 -1.2797144831411705E+01 a      1578     0    79     1    18
 -1.3282485487236158E+01 a      1579     0    79     1    19
  2.8416401411618093E+00 a      1580     0    79     1    20
 -2.4038374655434187E+00 a      1581     0    80     1     1
  1.4056589103227532E+01 a      1582     0    80     1     2
  1.0308516613610017E+01 a      1583     0    80     1     3
  3.1170404632194106E+00 a      1584     0    80     1     4
  1.4204982893251461E+01 a      1585     0    80     1     5
  3.0638624191256310E+00 a      1586     0    80     1     6
 -1.3134162108706615E+00 a      1587     0    80     1     7
 -1.4243793906038006E+01 a      1588     0    80     1     8
  5.4484038370789731E+00 a      1589     0    80     1     9
 -1.0198763470506492E+01 a      1590     0    80     1    10
 -3.6533175784819378E+00 a      1591     0    80     1    11
 -5.1098709945850018E+00 a      1592     0    80     1    12
 -1.4302465086950075E+01 a      1593     0    80     1    13
  4.6052491703738037E+00 a      1594     0    80     1    14
 -8.2480494414528263E+00 a      1595     0    80     1    15
 -3.1227099836132606E+01 a      1596     0    80     1    16
  1.6804954607805854E+01 a      1597     0    80     1    17
  4.7850882491958577E+00 a      1598     0    80     1    18
  4.1413624742609203E+00 a      1599     0    80     1    19
  1.5802083342514879E+00 a      1600     0    80     1    20
 -1.2270126304951228E+01 a      1601     0    81     1     1
  2.7729643283324763E+00 a      1602     0    81     1     2
  2.9128611816574466E+01 a      1603     0    81     1     3
 -1.4784579979823980E+00 a      1604     0    81     1     4
 -1.5202087181483764E+01 a      1605     0    81     1     5
 -4.6087722806245255E+00 a      1606     0    81     1     6
  3.4303482496160211E+00 a      1607     0    81     1     7
 -1.3771698127615075E+01 a      1608     0    81     1     8
 -8.8246305196727661E+00 a      1609     0    81     1     9
 -2.6266872348478923E+01 a      1610     0    81     1    10
 -5.8053931065256794E+00 a      1611     0    81     1    11
  3.2911028704701536E+01 a      1612     0    81     1    12
  1.7698822786696706E+00 a      1613     0    81     1    13
 -1.8535552587410988E+00 a      1614     0    81     1    14
 -3.5946863353588969E+00 a      1615     0    81     1    15
 -1.0711607862030950E+01 a      1616     0    81     1    16
  8.2847635908986916E+00 a      1617     0    81     1    17
  1.5817725338527573E+01 a      1618     0    81     1    18
  9.1050221424761162E+00 a      1619     0    81     1    19
 -5.8335904546205142E-01 a      1620     0    81     1    20
  5.4969425911636547E+00 a      1621     0    82     1     1
  9.7634917113773412E+00 a      1622     0    82     1     2
 -2.1057873975624311E+01 a      1623     0    82     1     3
 -4.6790867637069917E+00 a      1624     0    82     1     4
 -1.2788209192093259E+01 a      1625     0    82     1     5
 -1.2735548965556376E-01 a      1626     0    82     1     6
 -5.8493614516230394E+00 a      1627     0    82     1     7
  4.5367306636472371E+00 a      1628     0    82     1     8
 -7.4599612292558053E+00 a      1629     0    82     1     9
 -4.1238850244265102E+00 a      1630     0    82     1    10
  1.3618090294137069E+00 a      1631     0    82     1    11
  8.4382985715518295E+00 a      1632     0    82     1    12
 -1.2956071001866766E+01 a      1633     0    82     1    13
  6.6177107225245626E+00 a      1634     0    82     1    14
 -2.6144843890808436E+00 a      1635     0    82     1    15
 -7.0187870994205281E-01 a      1636     0    82     1    16
  8.6094794023403836E+00 a      1637     0    82     1    17
 -5.4780800135863164E+00 a      1638     0    82     1    18
 -5.2168479109527057E+00 a      1639     0    82     1    19
 -2.7614070098527725E+00 a      1640     0    82     1    20
  5.3555744109319052E+00 a      1641     0    83     1     1
  1.3967182285263778E+01 a      1642     0    83     1     2
  7.3944090331016126E+00 a      1643     0    83     1     3
 -2.1319973930780520E+00 a      1644     0    83     1     4
 -2.4952941730320095E+01 a      1645     0    83     1     5
  1.2413926790647620E+00 a      1646     0    83     1     6
 -1.4207363912850979E-01 a      1647     0    83     1     7
  9.7782088407761893E+00 a      1648     0    83     1     8
 -3.0401352599116143E+00 a      1649     0    83     1     9
  1.8753246321816184E+00 a      1650     0    83     1    10
 -2.2939564140349753E+00 a      1651     0    83     1    11
  5.3783762662726966E+00 a      1652     0    83     1    12
 -9.8179065999253083E+00 a      1653     0    83     1    13
  1.4381542472421016E+01 a      1654     0    83     1    14
  1.0801783847088853E+01 a      1655     0    83     1    15
  9.4605031869608691E+00 a      1656     0    83     1    16
  4.3350744946368958E-01 a      1657     0    83     1    17
  2.4519203007379662E+01 a      1658     0    83     1    18
  1.1281593200704509E+00 a      1659     0    83     1    19
 -7.1097196010346464E-01 a      1660     0    83     1    20
  5.5531103155221233E+00 a      1661     0    84     1     1
  9.8475733205385929E-01 a      1662     0    84     1     2
  1.5360531812011274E+01 a      1663     0    84     1     3
 -7.5442675062109277E-01 a      1664     0    84     1     4
 -3.6240873453245641E+01 a      1665     0    84     1     5
 -6.2134704563267273E-01 a      1666     0    84     1     6
  8.5217892068751571E+00 a      1667     0    84     1     7
 -5.1473970082742841E+00 a      1668     0    84     1     8
 -8.4074778004549836E-02 a      1669     0    84     1     9
  8.9504907688326600E+00 a      1670     0    84     1    10
  2.0196127526381508E-01 a      1671     0    84     1    11
  1.4846823356688168E+00 a      1672     0    84     1    12
 -3.2448705102107773E+00 a      1673     0    84     1    13
  6.4983612169949350E+00 a      1674     0    84     1    14
  1.5342796566160830E+01 a      1675     0    84     1    15
  8.1919960688747366E+00 a      1676     0    84     1    16
  1.1496069310529158E+01 a      1677     0    84     1    17
  6.3192178762324094E+00 a      1678     0    84     1    18
  9.7220806922409841E-01 a      1679     0    84     1    19
 -1.0107318753300496E+00 a      1680     0    84     1    20
  2.6560921886249830E+01 a      1681     0    85     1     1
 -9.4556218546991726E+00 a      1682     0    85     1     2
  1.4463000320727572E+01 a      1683     0    85     1     3
  5.5917222376842481E+00 a      1684     0    85     1     4
 -3.6741797765689284E+00 a      1685     0    85     1     5
  2.3228673961582511E+00 a      1686     0    85     1     6
 -5.7817993072866336E-01 a      1687     0    85     1     7
 -9.1147846528118333E+00 a      1688     0    85     1     8
  8.3433125486831230E+00 a      1689     0    85     1     9
  6.3152104148715660E+00 a      1690     0    85     1    10
 -2.2915139758775567E+00 a      1691     0    85     1    11
 -7.3223731049681740E-01 a      1692     0    85     1    12
  1.3384015810495828E+00 a      1693     0    85     1    13
  1.6024667086168428E+01 a      1694     0    85     1    14
  1.3086934842340103E+01 a      1695     0    85     1    15
  1.5047554298712779E+01 a      1696     0    85     1    16
 -1.8600716037439046E+01 a      1697     0    85     1    17
  5.3948461866717441E+00 a      1698     0    85     1    18
 -1.2167176027586719E+00 a      1699     0    85     1    19
 -3.2380747199978805E+00 a      1700     0    85     1    20
  3.4549487134167061E+00 a      1701     0    86     1     1
  6.9561841113379677E+00 a      1702     0    86     1     2
  6.9606752536355190E+00 a      1703     0    86     1     3
 -4.2602727850818987E+00 a      1704     0    86     1     4
 -1.0347977604279993E+01 a      1705     0    86     1     5
 -2.5469734598354452E+00 a      1706     0    86     1     6
  1.5174949006368426E+00 a      1707     0    86     1     7
  1.4649717659424548E+01 a      1708     0    86     1     8
  2.6951774133675541E+00 a      1709     0    86     1     9
  2.3042153672885122E+00 a      1710     0    86     1    10
 -8.7102427241115576E-01 a      1711     0    86     1    11
  1.0117837392140638E+01 a      1712     0    86     1    12
 -3.1767712842199480E-02 a      1713     0    86     1    13
 -4.2024163495339746E+00 a      1714     0    86     1    14
  3.9060899655284014E+00 a      1715     0    86     1    15
  3.7812873947030723E+00 a      1716     0    86     1    16
  1.9408407686424830E+01 a      1717     0    86     1    17
  9.2193893993208071E+00 a      1718     0    86     1    18
  2.8181603523203256E+00 a      1719     0    86     1    19
 -5.0201829006197740E-01 a      1720     0    86     1    20
  8.5743229421203271E+00 a      1721     0    87     1     1
  1.3523043959635000E+01 a      1722     0    87     1     2
  1.1136412648454169E+01 a      1723     0    87     1     3
  4.9513394523998349E+00 a      1724     0    87     1     4
 -1.5689633060433916E+01 a      1725     0    87     1     5
  8.6501502787461408E+00 a      1726     0    87     1     6
 -2.8542461066566580E+00 a      1727     0    87     1     7
  1.3855994544557385E+01 a      1728     0    87     1     8
  1.1882502235414158E+01 a      1729     0    87     1     9
  6.1279929480850832E+00 a      1730     0    87     1    10
  6.6377270771850325E+00 a      1731     0    87     1    11
 -3.9342816978311973E+01 a      1732     0    87     1    12
 -6.8327723813103090E+00 a      1733     0    87     1    13
  1.6178489594053104E+01 a      1734     0    87     1    14
  1.3030227121689279E+01 a      1735     0    87     1    15
  5.1601855016089715E+00 a      1736     0    87     1    16
 -2.1647371545427468E+01 a      1737     0    87     1    17
  2.0377822345386797E+01 a      1738     0    87     1    18
 -6.0441338905693973E+00 a      1739     0    87     1    19
  3.5478769430378638E+00 a      1740     0    87     1    20
  9.5277987129545032E+00 a      1741     0    88     1     1
  1.3899062967840496E+01 a      1742     0    88     1     2
  1.2298302886223922E+00 a      1743     0    88     1     3
  2.5730057157533093E-01 a      1744     0    88     1     4
  6.7061070763667905E+00 a      1745     0    88     1     5
  3.9533730579787010E+00 a      1746     0    88     1     6
  1.7904061942334983E+00 a      1747     0    88     1     7
 -2.3620793640325719E+01 a      1748     0    88     1     8
  1.7047600745858780E+00 a      1749     0    88     1     9
  6.5063810860069315E+00 a      1750     0    88     1    10
 -2.1701501378860372E-02 a      1751     0    88     1    11
  1.0070631835118013E-01 a      1752     0    88     1    12
 -1.1244624672071581E+01 a      1753     0    88     1    13
 -1.0389176533973544E+01 a      1754     0    88     1    14
 -5.6909048078458762E+00 a      1755     0    88     1    15
 -4.1670702410577789E+00 a      1756     0    88     1    16
 -2.0590496070171273E+01 a      1757     0    88     1    17
  4.6843688951785278E+00 a      1758     0    88     1    18
  5.1672049694924267E+00 a      1759     0    88     1    19
  1.3185178664848936E+00 a      1760     0    88     1    20
  5.0614487757974089E+00 a      1761     0    89     1     1
 -4.3880754045374593E+00 a      1762     0    89     1     2
 -1.2903002333428054E+01 a      1763     0    89     1     3
 -1.6744853341670252E+00 a      1764     0    89     1     4
  2.2946816882444686E+01 a      1765     0    89     1     5
  3.7078966066552930E+00 a      1766     0    89     1     6
 -8.4200332248474474E-01 a      1767     0    89     1     7
 -6.2550406623691508E+00 a      1768     0    89     1     8
 -4.3061595121568654E+00 a      1769     0    89     1     9
 -1.1805969132498674E+01 a      1770     0    89     1    10
  4.4537274238839792E+00 a      1771     0    89     1    11
 -4.8628059426871291E+00 a      1772     0    89     1    12
 -8.1744023436510780E+00 a      1773     0    89     1    13
 -3.9885199707001218E+00 a      1774     0    89     1    14
 -5.8404961099307240E+00 a      1775     0    89     1    15
  1.2737936651745040E+01 a      1776     0    89     1    16
 -1.0434040172083749E+00 a      1777     0    89     1    17
 -1.5968809418669080E+01 a      1778     0    89     1    18
 -2.5161673749723024E+00 a      1779     0    89     1    19
  1.1864669106508619E-02 a      1780     0    89     1    20
 -3.8260168190309272E+00 a      1781     0    90     1     1
 -2.1471919994951755E+01 a      1782     0    90     1     2
 -2.0480610114426646E+01 a      1783     0    90     1     3
 -3.5445220381004344E-01 a      1784     0    90     1     4
 -3.1106946066483085E+00 a      1785     0    90     1     5
  3.3928066012178077E+00 a      1786     0    90     1     6
 -6.1805135720938926E+00 a      1787     0    90     1     7
 -9.7128681552950820E+00 a      1788     0    90     1     8
 -6.2590360292748182E+00 a      1789     0    90     1     9
 -9.4670084729266311E+00 a      1790     0    90     1    10
  1.0612251729564963E+00 a      1791     0    90     1    11
 -3.5521310225839668E+00 a      1792     0    90     1    12
  1.2292871554331649E+01 a      1793     0    90     1    13
 -1.1900989573452508E+01 a      1794     0    90     1    14
 -4.5041336806790193E+00 a      1795     0    90     1    15
  5.2017611940038515E+00 a      1796     0    90     1    16
  2.1971749737724586E+00 a      1797     0    90     1    17
 -7.3952376519853109E+00 a      1798     0    90     1    18
  3.3343813928077006E+00 a      1799     0    90     1    19
  3.1860576783595618E-01 a      1800     0    90     1    20
 -6.5856719313287000E+00 a      1801     0    91     1     1
 -5.5671802074890540E+00 a      1802     0    91     1     2
 -1.2978683614684535E+01 a      1803     0    91     1     3
 -5.8693002932536231E+00 a      1804     0    91     1     4
  5.5187470979237991E+00 a      1805     0    91     1     5
  8.6060080009063866E-01 a      1806     0    91     1     6
  2.1201934378215963E+00 a      1807     0    91     1     7
  2.2328327329300954E+00 a      1808     0    91     1     8
 -1.1887725200998187E+01 a      1809     0    91     1     9
  1.4537808843813604E+01 a      1810     0    91     1    10
  6.4033960762586570E+00 a      1811     0    91     1    11
 -1.1824902812483808E+01 a      1812     0    91     1    12
  8.4085415924967464E+00 a      1813     0    91     1    13
 -1.4586665806316428E+00 a      1814     0    91     1    14
 -1.2194416273600755E+01 a      1815     0    91     1    15
  1.5014170979739568E+01 a      1816     0    91     1    16
 -9.3011850154613160E+00 a      1817     0    91     1    17
 -2.2676198505067951E+01 a      1818     0    91     1    18
 -5.9272865994346864E+00 a      1819     0    91     1    19
  9.5893974624135214E-01 a      1820     0    91     1    20
  4.6282713425751645E+00 a      1821     0    92     1     1
 -4.0706559781056972E+00 a      1822     0    92     1     2
 -4.0693589195762456E+00 a      1823     0    92     1     3
  5.7940476392933526E-01 a      1824     0    92     1     4
 -2.2174960932268970E+00 a      1825     0    92     1     5
  3.8318640844522913E+00 a      1826     0    92     1     6
 -3.1669263454303893E+00 a      1827     0    92     1     7
 -1.3537971905212672E+01 a      1828     0    92     1     8
 -4.3916702665193510E+00 a      1829     0    92     1     9
 -4.1363924250877817E+00 a      1830     0    92     1    10
  2.7432583391809073E-01 a      1831     0    92     1    11
 -1.0395474766427620E+01 a      1832     0    92     1    12
 -5.1642834895683283E+00 a      1833     0    92     1    13
 -2.5291543318716161E+00 a      1834     0    92     1    14
  7.0537328451693257E+00 a      1835     0    92     1    15
 -1.7662179633463381E+01 a      1836     0    92     1    16
  1.3571526132617098E+01 a      1837     0    92     1    17
 -9.6683745543442667E-01 a      1838     0    92     1    18
  1.0514101029710532E+00 a      1839     0    92     1    19
  3.9149894402600016E-01 a      1840     0    92     1    20
 -3.2022353294118694E-01 a      1841     0    93     1     1
 -3.1041185336542472E+00 a      1842     0    93     1     2
 -1.6222330124141806E+01 a      1843     0    93     1     3
 -3.6067577205245991E+00 a      1844     0    93     1     4
 -3.3890076551428647E+00 a      1845     0    93     1     5
 -4.9161729662271219E+00 a      1846     0    93     1     6
 -3.1622894579887131E+00 a      1847     0    93     1     7
 -1.4014710711927647E+01 a      1848     0    93     1     8
 -9.8281396822271052E+00 a      1849     0    93     1     9
 -1.2186964453857446E+01 a      1850     0    93     1    10
 -5.9172546618622990E+00 a      1851     0    93     1    11
  2.5195107576808635E+01 a      1852     0    93     1    12
  1.2372696237161188E+01 a      1853     0    93     1    13
 -1.1000751913121013E+01 a      1854     0    93     1    14
  1.0761517810464804E+01 a      1855     0    93     1    15
 -2.5301291348442256E+00 a      1856     0    93     1    16
  3.2579782041397181E+01 a      1857     0    93     1    17
  2.6261691863117260E+00 a      1858     0    93     1    18
  4.6389646511107339E+00 a      1859     0    93     1    19
 -1.9482338873992819E+00 a      1860     0    93     1    20
 -1.1255898123904576E+01 a      1861     0    94     1     1
 -1.4847934262406742E+01 a      1862     0    94     1     2
 -9.2057898375386382E-01 a      1863     0    94     1     3
 -1.2981682568783219E+00 a      1864     0    94     1     4
  5.0073534899807393E-01 a      1865     0    94     1     5
 -5.7829921310425414E+00 a      1866     0    94     1     6
 -4.8050017559338505E+00 a      1867     0    94     1     7
  3.6382764706361122E+01 a      1868     0    94     1     8
 -4.0919922177360428E+00 a      1869     0    94     1     9
 -8.1303570746087814E+00 a      1870     0    94     1    10
  6.3635352164555603E-01 a      1871     0    94     1    11
 -3.0160696620797380E+00 a      1872     0    94     1    12
 -2.0139096921853556E+00 a      1873     0    94     1    13
  8.8461170918611494E+00 a      1874     0    94     1    14
 -1.2146609577562990E+00 a      1875     0    94     1    15
  1.5713243399202568E+01 a      1876     0    94     1    16
  2.1793356134045084E+01 a      1877     0    94     1    17
 -1.2478570039049943E+01 a      1878     0    94     1    18
 -6.5028180747144519E+00 a      1879     0    94     1    19
 -1.2590143469405133E+00 a      1880     0    94     1    20
 -1.1526673303860010E+01 a      1881     0    95     1     1
  1.2582054893443928E+01 a      1882     0    95     1     2
  2.9834762940955546E+01 a      1883     0    95     1     3
  2.9081328109356539E+00 a      1884     0    95     1     4
 -2.8505517085009888E+01 a      1885     0    95     1     5
 -6.3807235442078634E+00 a      1886     0    95     1     6
  2.9620340883413685E+00 a      1887     0    95     1     7
  3.3059896536283112E+01 a      1888     0    95     1     8
  7.5473866073580771E+00 a      1889     0    95     1     9
  1.6347566845872969E+01 a      1890     0    95     1    10
 -7.0078426386671282E+00 a      1891     0    95     1    11
  5.1316018592847987E+00 a      1892     0    95     1    12
  1.2405607581876382E+01 a      1893     0    95     1    13
  1.1082036022507642E+01 a      1894     0    95     1    14
  6.3288317017099773E+00 a      1895     0    95     1    15
  6.3184101019308203E+00 a      1896     0    95     1    16
 -1.2860135530342371E+00 a      1897     0    95     1    17
  3.2179303291154831E+01 a      1898     0    95     1    18
  7.9919752312932815E+00 a      1899     0    95     1    19
  3.3914994545319083E-01 a      1900     0    95     1    20
  3.2604806635043366E+00 a      1901     0    96     1     1
  6.1118748099138118E+00 a      1902     0    96     1     2
  4.6131518235847061E+01 a      1903     0    96     1     3
  1.9887693935274136E+00 a      1904     0    96     1     4
 -7.3292242041506546E+00 a      1905     0    96     1     5
 -8.0977278576324494E+00 a      1906     0    96     1     6
  1.2781789253436353E+01 a      1907     0    96     1     7
  1.7596252880585972E+01 a      1908     0    96     1     8
  9.7974350301541531E+00 a      1909     0    96     1     9
  1.3104284227112149E+01 a      1910     0    96     1    10
 -1.2308959887687680E+00 a      1911     0    96     1    11
 -3.3314567408127802E+00 a      1912     0    96     1    12
 -1.8128376725933485E+01 a      1913     0    96     1    13
  2.0348618276818534E+01 a      1914     0    96     1    14
  1.7976711665228926E+01 a      1915     0    96     1    15
  7.7912066700934348E+00 a      1916     0    96     1    16
  2.6344474269735634E+00 a      1917     0    96     1    17
  1.2528673857001431E+01 a      1918     0    96     1    18
 -2.8082798017544421E+00 a      1919     0    96     1    19
 -4.3680302888181011E-01 a      1920     0    96     1    20
  1.9125399036553429E+01 a      1921     0    97     1     1
  1.3083299322130819E+00 a      1922     0    97     1     2
  2.6855967698597169E+01 a      1923     0    97     1     3
  8.3261782007715635E+00 a      1924     0    97     1     4
 -6.5480642846127592E+00 a      1925     0    97     1     5
 -1.2428929654718415E+00 a      1926     0    97     1     6
 -2.7656877330639009E+00 a      1927     0    97     1     7
 -1.3309972688427161E+01 a      1928     0    97     1     8
  1.3650556758397679E+01 a      1929     0    97     1     9
 -9.1597804970024033E+00 a      1930     0    97     1    10
 -7.8418563090756894E+00 a      1931     0    97     1    11
  8.7260404447123197E+00 a      1932     0    97     1    12
  2.0344612569080510E+01 a      1933     0    97     1    13
 -3.5539933925416550E-01 a      1934     0    97     1    14
  8.2665228370638406E+00 a      1935     0    97     1    15
 -6.2073611976705367E-01 a      1936     0    97     1    16
  1.7696635640771177E+01 a      1937     0    97     1    17
  2.8462135390590610E+01 a      1938     0    97     1    18
  9.0277550303341574E+00 a      1939     0    97     1    19
 -1.2319939459998601E+00 a      1940     0    97     1    20
 -1.5872860427679258E+01 a      1941     0    98     1     1
  6.3200929477869394E+00 a      1942     0    98     1     2
  1.3223937326327775E+01 a      1943     0    98     1     3
  4.7923444276801297E-01 a      1944     0    98     1     4
  1.3078389065850423E+01 a      1945     0    98     1     5
 -7.7482408096510689E+00 a      1946     0    98     1     6
  6.7508685482187101E+00 a      1947     0    98     1     7
  3.2216564878266368E+01 a      1948     0    98     1     8
  8.9885115357110674E+00 a      1949     0    98     1     9
  1.3123970448210754E+01 a      1950     0    98     1    10
 -7.4574238652865932E-01 a      1951     0    98     1    11
  2.5732456568972822E+01 a      1952     0    98     1    12
  1.3039391700379031E+01 a      1953     0    98     1    13
  4.6007883799733940E-01 a      1954     0    98     1    14
 -3.3986302891233171E+00 a      1955     0    98     1    15
  3.4376344409961398E+01 a      1956     0    98     1    16
 -8.9925818907128043E+00 a      1957     0    98     1    17
  4.1213839820410030E+00 a      1958     0    98     1    18
  2.3719823804827680E+00 a      1959     0    98     1    19
 -2.3509701802829119E-01 a      1960     0    98     1    20
  3.9369227460680740E+00 a      1961     0    99     1     1
 -3.7963994904744349E+00 a      1962     0    99     1     2
  2.8585223253589714E+01 a      1963     0    99     1     3
  4.9009100837825939E+00 a      1964     0    99     1     4
 -3.7698558630180137E+00 a      1965     0    99     1     5
  5.8281042558724661E+00 a      1966     0    99     1     6
  5.9484323779007546E+00 a      1967     0    99     1     7
  3.1779638167285725E+01 a      1968     0    99     1     8
  1.0849926113285479E+01 a      1969     0    99     1     9
  1.5533135252063552E+01 a      1970     0    99     1    10
  7.3940957977747779E+00 a      1971     0    99     1    11
 -4.0229087934903248E+01 a      1972     0    99     1    12
 -2.1030750012970785E+01 a      1973     0    99     1    13
  5.9144245208168202E+00 a      1974     0    99     1    14
 -9.2219203513891905E+00 a      1975     0    99     1    15
  1.7236579350702012E+01 a      1976     0    99     1    16
 -4.2542762490085224E+01 a      1977     0    99     1    17
  1.1488842574021463E+01 a      1978     0    99     1    18
 -1.4193969730434546E+00 a      1979     0    99     1    19
  3.7528699955533686E+00 a      1980     0    99     1    20
  5.3024672424930461E-02 a      1981     0   100     1     1
 -7.0966042583489299E+00 a      1982     0   100     1     2
 -5.8332440265250707E+00 a      1983     0   100     1     3
 -1.0605910015786540E-01 a      1984     0   100     1     4
 -1.7905362258802910E+01 a      1985     0   100     1     5
 -1.6042017146878502E+00 a      1986     0   100     1     6
  1.4996537552973708E+00 a      1987     0   100     1     7
 -3.4824602068759316E+00 a      1988     0   100     1     8
 -3.0614091524272733E+00 a      1989     0   100     1     9
  3.4190063946491880E+00 a      1990     0   100     1    10
  6.3121552688919902E-01 a      1991     0   100     1    11
 -2.8539151700730061E+00 a      1992     0   100     1    12
 -1.5679348846296426E+00 a      1993     0   100     1    13
  7.3649527231213812E+00 a      1994     0   100     1    14
  5.5059379038200964E+00 a      1995     0   100     1    15
  2.1607195906445846E+00 a      1996     0   100     1    16
  4.9356999120814420E+00 a      1997     0   100     1    17
  2.6098451295236593E+00 a      1998     0   100     1    18
  6.2916269849893391E-01 a      1999     0   100     1    19
 -4.4483622703288389E-01 a      2000     0   100     1    20
  1.8457066161070068E+00 a      2001     0   101     1     1
 -1.1297061264394854E+00 a      2002     0   101     1     2
  6.7228062006032374E-02 a      2003     0   101     1     3
 -1.3238791613176339E+00 a      2004     0   101     1     4
  8.7934981416753843E-01 a      2005     0   101     1     5
 -6.7421095209960991E-01 a      2006     0   101     1     6
  6.3831048615536268E-01 a      2007     0   101     1     7
 -2.8354882502936425E+00 a      2008     0   101     1     8
  3.5225080724348190E-01 a      2009     0   101     1     9
  1.2622808526717519E+01 a      2010     0   101     1    10
 -1.9716444657379592E-01 a      2011     0   101     1    11
  3.9309350028396678E-01 a      2012     0   101     1    12
  6.0921218400184989E+00 a      2013     0   101     1    13
  3.0338920724451452E+00 a      2014     0   101     1    14
  6.8187854244782486E-01 a      2015     0   101     1    15
 -7.4688666118258835E+00 a      2016     0   101     1    16
 -4.5345154558408645E+00 a      2017     0   101     1    17
 -7.0248488971474323E+00 a      2018     0   101     1    18
 -8.8765117096580415E-01 a      2019     0   101     1    19
 -6.3275833728198771E-01 a      2020     0   101     1    20
  2.5031865204586317E+00 a      2021     0   102     1     1
  7.9845025145961284E+00 a      2022     0   102     1     2
 -6.1286935621854894E+00 a      2023     0   102     1     3
 -2.5210571111696294E+00 a      2024     0   102     1     4
  6.1002750980966214E+00 a      2025     0   102     1     5
  2.0710073085144404E-01 a      2026     0   102     1     6
  1.8513191560930811E+00 a      2027     0   102     1     7
  1.4975730595194137E-01 a      2028     0   102     1     8
  4.0287853483837255E-01 a      2029     0   102     1     9
  4.7785254808132969E+00 a      2030     0   102     1    10
 -5.7251432093605747E-01 a      2031     0   102     1    11
  6.2709851334587876E+00 a      2032     0   102     1    12
 -5.7514341992034970E+00 a      2033     0   102     1    13
  8.3119680557076272E+00 a      2034     0   102     1    14
  2.9480578556335142E+00 a      2035     0   102     1    15
 -2.8640137834825756E+00 a      2036     0   102     1    16
 -6.3875797472113209E+00 a      2037     0   102     1    17
  5.5518790835480782E+00 a      2038     0   102     1    18
  2.5769809782664177E-01 a      2039     0   102     1    19
 -4.8942846855664296E-01 a      2040     0   102     1    20
  3.2879609124906888E+00 a      2041     0   103     1     1
  1.8221436165952827E+01 a      2042     0   103     1     2
 -1.9532684141693151E+00 a      2043     0   103     1     3
  3.7576007628405081E+00 a      2044     0   103     1     4
  1.1247881389555426E+01 a      2045     0   103     1     5
 -4.0464538755648078E+00 a      2046     0   103     1     6
  4.6282849434928641E+00 a      2047     0   103     1     7
  1.2397852193604995E+01 a      2048     0   103     1     8
  4.2952669447778371E+00 a      2049     0   103     1     9
 -1.4259287287726019E+01 a      2050     0   103     1    10
  1.9299946749339991E-01 a      2051     0   103     1    11
  1.3436518128172141E+00 a      2052     0   103     1    12
 -1.2268699867367294E+01 a      2053     0   103     1    13
  6.0488737143742419E+00 a      2054     0   103     1    14
  1.4015346269662812E+01 a      2055     0   103     1    15
 -1.1605153257707428E+01 a      2056     0   103     1    16
  3.1510265195029550E+01 a      2057     0   103     1    17
  8.9380256326241341E+00 a      2058     0   103     1    18
  7.7471517453635688E+00 a      2059     0   103     1    19
 -1.3173094618171139E+00 a      2060     0   103     1    20
 -5.1083649715819612E-01 a      2061     0   104     1     1
 -4.5694979289983646E+00 a      2062     0   104     1     2
 -4.9205768411231370E+00 a      2063     0   104     1     3
 -1.4945557258903164E+00 a      2064     0   104     1     4
 -4.7934105612520650E+00 a      2065     0   104     1     5
 -8.8257726834394645E-01 a      2066     0   104     1     6
  6.9970215356347132E-01 a      2067     0   104     1     7
  6.3740640820428025E+00 a      2068     0   104     1     8
 -2.0195205096393125E+00 a      2069     0   104     1     9
  2.9505028168903502E+00 a      2070     0   104     1    10
  1.0113675639579847E+00 a      2071     0   104     1    11
  6.5952868319726168E+00 a      2072     0   104     1    12
  7.8677223929857920E+00 a      2073     0   104     1    13
  4.7491734580936684E-01 a      2074     0   104     1    14
  1.6612579123257969E+00 a      2075     0   104     1    15
  1.2847056454642562E+01 a      2076     0   104     1    16
 -1.6709152460145024E+01 a      2077     0   104     1    17
 -5.1936197630677237E+00 a      2078     0   104     1    18
  3.4600931486028053E-01 a      2079     0   104     1    19
 -1.0880535577128436E+00 a      2080     0   104     1    20
