################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.5372012023012733E+01 a      1549     0    78     1     9
  1.1508976625922165E+00 a      1550     0    78     1    10
 -5.6483098627115425E+00 a      1551     0    78     1    11
  5.4601135696577130E-01 a      1552     0    78     1    12
 -3.4967953980312383E+00 a      1553     0    78     1    13
  8.0708971217079615E+00 a      1554     0    78     1    14
  7.1152390405172172E-01 a      1555     0    78     1    15
  6.5873123575267147E+00 a      1556     0    78     1    16
 -5.0380236706834420E+00 a      1557     0    78     1    17
 -8.9038346165900994E-01 a      1558     0    78     1    18
  4.8893769329766101E+00 a      1559     0    78     1    19
 -4.3931828633788488E+00 a      1560     0    78     1    20
  9.6880901853840786E+00 a      1561     0    79     1     1
 -1.0130675433638753E+01 a      1562     0    79     1     2
  6.6146528659091040E+00 a      1563     0    79     1     3
 -8.9939459286663226E+00 a      1564     0    79     1     4
  7.1518926008437713E+00 a      1565     0    79     1     5
  2.0833890085049486E+01 a      1566     0    79     1     6
 -1.5385888443835780E+01 a      1567     0    79     1     7
 -8.0982176267023587E-01 a      1568     0    79     1     8
 -4.0183911294356825E+01 a      1569     0    79     1     9
 -1.4243817171632385E+00 a      1570     0    79     1    10
  2.2374993000228475E+01 a      1571     0    79     1    11
 -4.1890614322445048E+00 a      1572     0    79     1    12
  1.0161931579360262E+00 a      1573     0    79     1    13
  1.4766401559978157E+00 a      1574     0    79     1    14
  4.8858829656981739E-01 a      1575     0    79     1    15
 -1.1796411190930206E+01 a      1576     0    79     1    16
  4.0327538384882378E-01 a      1577     0    79     1    17
  2.1681163196411209E+01 a      1578     0    79     1    18
  5.9269584879577577E+00 a      1579     0    79     1    19
  6.2898938436017504E-01 a      1580     0    79     1    20
  9.0533949624220789E+00 a      1581     0    80     1     1
 -2.6991148896770967E-01 a      1582     0    80     1     2
 -2.1028292931059256E+00 a      1583     0    80     1     3
 -9.5994773425662476E+00 a      1584     0    80     1     4
 -3.9338710479314636E+00 a      1585     0    80     1     5
  9.1366709500094707E+00 a      1586     0    80     1     6
  1.7959207997517467E+01 a      1587     0    80     1     7
 -8.4664396529816577E-01 a      1588     0    80     1     8
  2.9306141623149964E+00 a      1589     0    80     1     9
 -2.3964144110910721E-01 a      1590     0    80     1    10
 -5.3774485958335116E+00 a      1591     0    80     1    11
  5.0223260791747015E-01 a      1592     0    80     1    12
 -1.4539402390883083E+01 a      1593     0    80     1    13
  2.1161622703968142E+01 a      1594     0    80     1    14
 -3.8568552432355712E+00 a      1595     0    80     1    15
  1.3625142247753388E+01 a      1596     0    80     1    16
 -1.0668002117114565E+01 a      1597     0    80     1    17
 -9.9573826579470506E+00 a      1598     0    80     1    18
  4.6450717247934366E+00 a      1599     0    80     1    19
  1.4602739892351222E+01 a      1600     0    80     1    20
  1.7743532369276927E+01 a      1601     0    81     1     1
  2.5037257986531209E+01 a      1602     0    81     1     2
 -4.2069449720333010E+00 a      1603     0    81     1     3
 -2.5155786498724471E+00 a      1604     0    81     1     4
 -1.9158252848994695E+00 a      1605     0    81     1     5
  9.9866880235091084E+00 a      1606     0    81     1     6
 -8.2424851247239028E-01 a      1607     0    81     1     7
 -3.3396062428357212E+00 a      1608     0    81     1     8
 -4.2359325518346056E+00 a      1609     0    81     1     9
  3.8200690969688567E-01 a      1610     0    81     1    10
 -2.6487191709481007E+01 a      1611     0    81     1    11
  3.2621616694200832E+00 a      1612     0    81     1    12
  3.2479222599629258E+00 a      1613     0    81     1    13
  5.6634902018543531E+00 a      1614     0    81     1    14
 -4.8571286474696658E+00 a      1615     0    81     1    15
 -2.8685054326036177E+01 a      1616     0    81     1    16
 -7.0350954875924234E+00 a      1617     0    81     1    17
  7.5157366064140740E+00 a      1618     0    81     1    18
  1.0691282114820708E+00 a      1619     0    81     1    19
 -7.4906485872921751E+00 a      1620     0    81     1    20
  6.6875570642772626E+00 a      1621     0    82     1     1
 -2.2519158454488117E+01 a      1622     0    82     1     2
  6.1472868590772629E+00 a      1623     0    82     1     3
 -1.3848863277034187E+01 a      1624     0    82     1     4
 -5.3347218812144204E-01 a      1625     0    82     1     5
  3.5590240310729353E+00 a      1626     0    82     1     6
  6.0844751286145939E+00 a      1627     0    82     1     7
  1.7477770816487752E+00 a      1628     0    82     1     8
  1.4798417978612082E+00 a      1629     0    82     1     9
  4.1151574786869333E-03 a      1630     0    82     1    10
  1.2726756208117893E+01 a      1631     0    82     1    11
  9.2631225736782641E-01 a      1632     0    82     1    12
 -9.1665197777775331E-01 a      1633     0    82     1    13
  9.4993337818516963E+00 a      1634     0    82     1    14
  1.9384469157528985E+00 a      1635     0    82     1    15
  3.5459647744741751E+00 a      1636     0    82     1    16
  2.6246052962971782E+00 a      1637     0    82     1    17
  1.0799823519108324E+01 a      1638     0    82     1    18
  5.2419162306099896E+00 a      1639     0    82     1    19
  2.2409583560562614E+00 a      1640     0    82     1    20
 -3.4693606460406232E+00 a      1641     0    83     1     1
 -1.2310148499822807E+01 a      1642     0    83     1     2
 -7.8570593005269158E+00 a      1643     0    83     1     3
  5.7683151695062964E+00 a      1644     0    83     1     4
 -4.5247634347785102E+00 a      1645     0    83     1     5
  1.6115735305726631E+01 a      1646     0    83     1     6
 -5.1237928518307041E-01 a      1647     0    83     1     7
  1.3515380410660152E-01 a      1648     0    83     1     8
 -2.9571711924025196E-01 a      1649     0    83     1     9
  3.1987977347058956E+00 a      1650     0    83     1    10
  4.7721503852214768E+00 a      1651     0    83     1    11
  2.6862016487376512E+00 a      1652     0    83     1    12
 -2.4724722724165811E+00 a      1653     0    83     1    13
  4.4672754167164337E+00 a      1654     0    83     1    14
  6.1285013120316414E+00 a      1655     0    83     1    15
  1.5306052518823648E-01 a      1656     0    83     1    16
 -2.6307584773820336E+00 a      1657     0    83     1    17
 -1.3725226409566025E+00 a      1658     0    83     1    18
  3.5445678539441876E+00 a      1659     0    83     1    19
 -8.5907953872008100E+00 a      1660     0    83     1    20
 -4.1692849830476355E+00 a      1661     0    84     1     1
  6.9827055586285631E+00 a      1662     0    84     1     2
  1.3257904142372210E+00 a      1663     0    84     1     3
  2.6177124751435592E+01 a      1664     0    84     1     4
  5.8099487667043643E+00 a      1665     0    84     1     5
  7.0223713326304393E+00 a      1666     0    84     1     6
 -1.6884163916470708E+01 a      1667     0    84     1     7
  3.2818830410620450E+00 a      1668     0    84     1     8
  1.7002333073637836E+01 a      1669     0    84     1     9
  1.0732340145215107E+00 a      1670     0    84     1    10
  2.1175632648268570E+00 a      1671     0    84     1    11
 -1.1363888385852094E+00 a      1672     0    84     1    12
 -4.7330630175145370E+00 a      1673     0    84     1    13
  9.5787772990666813E+00 a      1674     0    84     1    14
  3.0639781682632945E+00 a      1675     0    84     1    15
  1.0294660686132527E+01 a      1676     0    84     1    16
 -1.7645400998577476E+00 a      1677     0    84     1    17
  9.1357225499266659E-01 a      1678     0    84     1    18
  5.0993573803502246E+00 a      1679     0    84     1    19
 -1.7500483017450094E+01 a      1680     0    84     1    20
  4.0644685712027897E+00 a      1681     0    85     1     1
  6.5489657033548199E-01 a      1682     0    85     1     2
 -6.2739369427110008E+00 a      1683     0    85     1     3
  9.2806449104485669E+00 a      1684     0    85     1     4
  1.1427408472024700E+00 a      1685     0    85     1     5
  2.5211329019731760E+01 a      1686     0    85     1     6
  4.9043244572538010E+00 a      1687     0    85     1     7
  9.7133714335811694E-01 a      1688     0    85     1     8
 -1.5039842438126874E+01 a      1689     0    85     1     9
  2.2062064415765023E-01 a      1690     0    85     1    10
 -1.3195723462518337E+01 a      1691     0    85     1    11
  2.3552264729403656E+00 a      1692     0    85     1    12
  5.2821741190219216E+00 a      1693     0    85     1    13
 -7.3545109540989939E+00 a      1694     0    85     1    14
 -2.6315975003230996E+00 a      1695     0    85     1    15
 -1.5142163309846225E+01 a      1696     0    85     1    16
 -1.6967366264325356E+01 a      1697     0    85     1    17
 -1.3334249444712509E+00 a      1698     0    85     1    18
 -1.5760076817002842E+00 a      1699     0    85     1    19
  6.4228253107736402E+00 a      1700     0    85     1    20
 -1.5061230204219882E+01 a      1701     0    86     1     1
  5.8568448599645198E+00 a      1702     0    86     1     2
  1.4398831954956093E+00 a      1703     0    86     1     3
  9.5211744111238730E+00 a      1704     0    86     1     4
  1.0137571802745422E+01 a      1705     0    86     1     5
  8.2314699247867935E+00 a      1706     0    86     1     6
  1.1942944154248233E+01 a      1707     0    86     1     7
  3.8464160950915085E+00 a      1708     0    86     1     8
  1.7488725031463961E+01 a      1709     0    86     1     9
  1.2347764816455600E+00 a      1710     0    86     1    10
  3.7233183818693925E+00 a      1711     0    86     1    11
 -6.2370357018840294E-01 a      1712     0    86     1    12
 -7.6866853898515828E+00 a      1713     0    86     1    13
  2.0391871042795389E+00 a      1714     0    86     1    14
  1.1147762365482889E+00 a      1715     0    86     1    15
  2.5282274015423759E+01 a      1716     0    86     1    16
 -5.3325419513772783E+00 a      1717     0    86     1    17
  3.2763345033487710E+00 a      1718     0    86     1    18
  7.5785871175919706E+00 a      1719     0    86     1    19
 -1.3947408977964697E+00 a      1720     0    86     1    20
 -1.4204479340820081E+01 a      1721     0    87     1     1
 -1.7807556047590782E+00 a      1722     0    87     1     2
 -1.4524552540330696E+01 a      1723     0    87     1     3
  1.2410655858423143E+01 a      1724     0    87     1     4
 -1.5466608375249388E-01 a      1725     0    87     1     5
 -7.1865097269732141E+00 a      1726     0    87     1     6
 -2.0566919440578140E+01 a      1727     0    87     1     7
  4.0060033808572699E+00 a      1728     0    87     1     8
  1.4392150562743323E+01 a      1729     0    87     1     9
  6.3548992378383682E+00 a      1730     0    87     1    10
  8.8211491421224206E+00 a      1731     0    87     1    11
 -3.0388360041406054E-01 a      1732     0    87     1    12
 -1.4391110287445535E+01 a      1733     0    87     1    13
 -4.3702163671421692E+00 a      1734     0    87     1    14
  1.0241304971312342E+01 a      1735     0    87     1    15
 -1.1690933381716107E+01 a      1736     0    87     1    16
 -2.6274020897104549E+01 a      1737     0    87     1    17
 -1.8819862963498559E+00 a      1738     0    87     1    18
  7.2022366897215413E+00 a      1739     0    87     1    19
  4.1756163697265714E-01 a      1740     0    87     1    20
  4.1589861454716761E+00 a      1741     0    88     1     1
  6.0778340845931682E+00 a      1742     0    88     1     2
 -6.9984069268667231E+00 a      1743     0    88     1     3
  9.5101240441222199E+00 a      1744     0    88     1     4
 -1.0085444107283568E+01 a      1745     0    88     1     5
 -1.0773352053007411E+01 a      1746     0    88     1     6
 -7.4127997482400838E+00 a      1747     0    88     1     7
 -1.0638983848615817E+00 a      1748     0    88     1     8
  1.3864901765662950E+01 a      1749     0    88     1     9
 -2.4746656484374097E-01 a      1750     0    88     1    10
  4.2122464807397577E+00 a      1751     0    88     1    11
 -8.7412885254804096E-01 a      1752     0    88     1    12
  1.4400330198959475E+01 a      1753     0    88     1    13
 -2.8151862554221630E+01 a      1754     0    88     1    14
 -1.2523246848365777E+00 a      1755     0    88     1    15
  7.6278106059982225E+00 a      1756     0    88     1    16
 -1.3903773654129807E+01 a      1757     0    88     1    17
 -1.0088692068122242E+01 a      1758     0    88     1    18
 -1.8677684149868384E-01 a      1759     0    88     1    19
 -3.7307777114842846E+00 a      1760     0    88     1    20
 -6.5426817163127220E+00 a      1761     0    89     1     1
  2.0129717506095038E-01 a      1762     0    89     1     2
  6.7772514220432534E+00 a      1763     0    89     1     3
  5.8024608480365791E-01 a      1764     0    89     1     4
 -6.5215898142985633E+00 a      1765     0    89     1     5
 -2.0058993787876190E+01 a      1766     0    89     1     6
 -1.1344598691177438E+01 a      1767     0    89     1     7
 -3.3346214214148789E-01 a      1768     0    89     1     8
  5.0948997252778305E+00 a      1769     0    89     1     9
 -1.5840949118900671E+00 a      1770     0    89     1    10
  2.7954864692348043E+00 a      1771     0    89     1    11
  4.1110830100049227E-02 a      1772     0    89     1    12
  2.1479920031154808E+01 a      1773     0    89     1    13
 -2.9279082465978437E+01 a      1774     0    89     1    14
 -4.6958551930421395E+00 a      1775     0    89     1    15
  1.0100343554891857E+01 a      1776     0    89     1    16
  1.0332727059776964E+01 a      1777     0    89     1    17
 -1.2505568655368775E+01 a      1778     0    89     1    18
 -2.1318917461766862E+00 a      1779     0    89     1    19
 -8.1564000025170138E+00 a      1780     0    89     1    20
 -1.4384411924599499E+01 a      1781     0    90     1     1
 -1.4146673274335418E+01 a      1782     0    90     1     2
 -3.1838210484805956E+00 a      1783     0    90     1     3
  3.4663671961000961E+00 a      1784     0    90     1     4
  2.0128703125693953E+01 a      1785     0    90     1     5
 -1.1507310968227337E+01 a      1786     0    90     1     6
  8.6815638838225306E-01 a      1787     0    90     1     7
 -2.1732141856003730E+00 a      1788     0    90     1     8
 -1.3558347034376302E+01 a      1789     0    90     1     9
 -5.2988783807966033E-01 a      1790     0    90     1    10
  2.9939827169435227E+00 a      1791     0    90     1    11
  1.3154934499803630E+00 a      1792     0    90     1    12
  2.3238079999237291E+00 a      1793     0    90     1    13
 -7.9573802451539253E+00 a      1794     0    90     1    14
 -2.2779265271761924E+00 a      1795     0    90     1    15
  7.9145371923618155E+00 a      1796     0    90     1    16
  1.9369342518422414E+01 a      1797     0    90     1    17
  3.3339446752881847E+00 a      1798     0    90     1    18
 -2.1855857494260471E+00 a      1799     0    90     1    19
 -1.3684016353144543E+01 a      1800     0    90     1    20
  5.4887935687823175E+00 a      1801     0    91     1     1
 -1.6421269534318199E+01 a      1802     0    91     1     2
  1.7329624882504797E+00 a      1803     0    91     1     3
  1.6205707968919985E+01 a      1804     0    91     1     4
  3.3228440133374946E+00 a      1805     0    91     1     5
 -1.4160141331100537E-01 a      1806     0    91     1     6
 -7.0703770868352844E+00 a      1807     0    91     1     7
 -1.1001740755485084E-01 a      1808     0    91     1     8
  4.1771262441278001E+00 a      1809     0    91     1     9
 -6.4628757123000358E-01 a      1810     0    91     1    10
 -1.8567542063165650E+01 a      1811     0    91     1    11
 -2.5593898301197400E+00 a      1812     0    91     1    12
  3.1716880601735160E+00 a      1813     0    91     1    13
  3.8060536265844180E+00 a      1814     0    91     1    14
  1.5159152539535159E+00 a      1815     0    91     1    15
  1.2473012162053324E-01 a      1816     0    91     1    16
  1.1727120211488945E+01 a      1817     0    91     1    17
 -1.0165985386130655E+01 a      1818     0    91     1    18
 -3.7254852517040655E+00 a      1819     0    91     1    19
  2.4510692708069644E+00 a      1820     0    91     1    20
  1.9594071765914329E+01 a      1821     0    92     1     1
 -5.9197859068654095E+00 a      1822     0    92     1     2
 -7.2087637227833179E-01 a      1823     0    92     1     3
  4.3006975723367979E+00 a      1824     0    92     1     4
  1.6624837697282867E+01 a      1825     0    92     1     5
 -1.4235291468622213E+01 a      1826     0    92     1     6
 -2.9754949466562310E+00 a      1827     0    92     1     7
 -1.8083000287125934E+00 a      1828     0    92     1     8
 -1.6404552022543911E+01 a      1829     0    92     1     9
 -1.9922067723032182E+00 a      1830     0    92     1    10
 -1.0486020299004346E+00 a      1831     0    92     1    11
  1.8773969993771520E+00 a      1832     0    92     1    12
 -2.8182544535414746E+00 a      1833     0    92     1    13
 -6.3742351908989328E+00 a      1834     0    92     1    14
 -2.2480254122082641E+00 a      1835     0    92     1    15
  1.6689269472755846E+01 a      1836     0    92     1    16
  1.7396479640426483E+00 a      1837     0    92     1    17
 -6.3549165329880859E+00 a      1838     0    92     1    18
 -5.5983495451157550E+00 a      1839     0    92     1    19
 -1.5552506312130372E+01 a      1840     0    92     1    20
  9.9428009052770197E+00 a      1841     0    93     1     1
  1.0712701614728825E+01 a      1842     0    93     1     2
  8.6648460634436812E+00 a      1843     0    93     1     3
  1.4214135921589438E+01 a      1844     0    93     1     4
  7.6763543784999655E+00 a      1845     0    93     1     5
 -2.7991114165901978E+00 a      1846     0    93     1     6
  4.0420699736991788E+00 a      1847     0    93     1     7
 -1.3464536276945547E+00 a      1848     0    93     1     8
 -2.5426882368057232E+01 a      1849     0    93     1     9
 -5.6823324873749232E+00 a      1850     0    93     1    10
  2.3773015056211553E+00 a      1851     0    93     1    11
  2.2504603354573778E+00 a      1852     0    93     1    12
  3.8587840955671382E+01 a      1853     0    93     1    13
 -2.2346551762749804E+00 a      1854     0    93     1    14
 -8.0786727199175363E+00 a      1855     0    93     1    15
  8.8981486059620529E+00 a      1856     0    93     1    16
  3.0320323133854458E+01 a      1857     0    93     1    17
  6.5285277050729125E+00 a      1858     0    93     1    18
 -8.2599375112805600E+00 a      1859     0    93     1    19
 -2.1460956691518955E+01 a      1860     0    93     1    20
  7.3836727419464783E+00 a      1861     0    94     1     1
 -7.0080268896605258E+00 a      1862     0    94     1     2
  1.4355128825092271E+01 a      1863     0    94     1     3
 -1.5266966950482974E+01 a      1864     0    94     1     4
  1.2920520836856733E+01 a      1865     0    94     1     5
  1.8005168147865607E+01 a      1866     0    94     1     6
  1.7689169443673961E+01 a      1867     0    94     1     7
  7.5687600555651502E-01 a      1868     0    94     1     8
 -1.7087614487978481E+01 a      1869     0    94     1     9
  2.7832561655218524E-01 a      1870     0    94     1    10
 -6.4118404680345709E+00 a      1871     0    94     1    11
 -4.3506636164405160E-01 a      1872     0    94     1    12
 -1.9951629237882067E+01 a      1873     0    94     1    13
  4.1131951744496888E+01 a      1874     0    94     1    14
  1.0803579302153734E+00 a      1875     0    94     1    15
  2.8147276025520576E+00 a      1876     0    94     1    16
  1.0723735585582901E+01 a      1877     0    94     1    17
  1.5582154132451713E+01 a      1878     0    94     1    18
  4.3162212992116511E-01 a      1879     0    94     1    19
  8.0706418100556458E+00 a      1880     0    94     1    20
  1.5191937162978524E+01 a      1881     0    95     1     1
 -1.0739572462358131E+00 a      1882     0    95     1     2
 -6.7624426218743832E+00 a      1883     0    95     1     3
 -9.0781652499816605E+00 a      1884     0    95     1     4
  1.8667193551000656E+00 a      1885     0    95     1     5
  2.7338682426147813E+01 a      1886     0    95     1     6
  1.2574675566863158E+01 a      1887     0    95     1     7
 -3.6131265918930323E-02 a      1888     0    95     1     8
 -6.3221051724003372E+00 a      1889     0    95     1     9
  2.7903009538493757E+00 a      1890     0    95     1    10
 -1.3794422815561484E+01 a      1891     0    95     1    11
 -1.3842725274057701E+00 a      1892     0    95     1    12
 -2.2198570738825040E+01 a      1893     0    95     1    13
  4.5244469477661561E+01 a      1894     0    95     1    14
  6.6054494597793454E+00 a      1895     0    95     1    15
 -2.2621917467427625E+01 a      1896     0    95     1    16
 -2.1975958377031322E+01 a      1897     0    95     1    17
  1.1111695147032211E+01 a      1898     0    95     1    18
  2.6125592824701331E+00 a      1899     0    95     1    19
 -2.9007154220693936E+00 a      1900     0    95     1    20
  1.4958055681724508E+01 a      1901     0    96     1     1
  2.2008936788880298E+01 a      1902     0    96     1     2
  5.5334046693703129E+00 a      1903     0    96     1     3
  1.0873923448748211E+01 a      1904     0    96     1     4
 -1.6724564484788715E+01 a      1905     0    96     1     5
  5.5497208401746354E+00 a      1906     0    96     1     6
 -1.8627928815639155E+01 a      1907     0    96     1     7
  2.9873426667458727E+00 a      1908     0    96     1     8
  1.7087438641216831E+01 a      1909     0    96     1     9
  8.7756248363831268E-01 a      1910     0    96     1    10
 -6.0778711455208967E+00 a      1911     0    96     1    11
 -4.3816541853315876E+00 a      1912     0    96     1    12
  6.9853494433378238E-01 a      1913     0    96     1    13
  2.0883480133432396E+01 a      1914     0    96     1    14
  3.9498857561574012E+00 a      1915     0    96     1    15
 -2.0899426025598157E+01 a      1916     0    96     1    16
 -2.5593008282381536E+01 a      1917     0    96     1    17
  4.8110309852337920E+00 a      1918     0    96     1    18
  3.9273594719725917E+00 a      1919     0    96     1    19
  1.1107391646074158E+01 a      1920     0    96     1    20
 -3.7962316950525019E+00 a      1921     0    97     1     1
  2.0466190392517888E+01 a      1922     0    97     1     2
 -3.4494338793948347E+00 a      1923     0    97     1     3
 -1.5286848467551671E+01 a      1924     0    97     1     4
 -9.6051116759938981E+00 a      1925     0    97     1     5
  6.0811885150211928E+00 a      1926     0    97     1     6
  1.5252026424362141E+01 a      1927     0    97     1     7
  5.0992973166710587E-02 a      1928     0    97     1     8
 -7.6647651854877541E+00 a      1929     0    97     1     9
  8.4916455758215270E-01 a      1930     0    97     1    10
  9.8729493232933123E+00 a      1931     0    97     1    11
  2.9984152831341602E+00 a      1932     0    97     1    12
 -7.1693954276398442E-01 a      1933     0    97     1    13
 -5.5524281602845278E+00 a      1934     0    97     1    14
 -1.5889084149240733E+00 a      1935     0    97     1    15
 -1.4054666532181843E+01 a      1936     0    97     1    16
 -2.7875632221205628E+01 a      1937     0    97     1    17
  6.4452957093187830E+00 a      1938     0    97     1    18
  2.1009762137350756E+00 a      1939     0    97     1    19
  4.1338284697429339E-02 a      1940     0    97     1    20
 -3.2863939206670430E+01 a      1941     0    98     1     1
  2.5000273622651612E+01 a      1942     0    98     1     2
  4.2392983719420245E+00 a      1943     0    98     1     3
 -2.4258353716044088E+00 a      1944     0    98     1     4
 -1.2898250449655169E+01 a      1945     0    98     1     5
 -1.1729988915481693E+01 a      1946     0    98     1     6
  1.5884354334131132E+01 a      1947     0    98     1     7
  3.6695734133362912E+00 a      1948     0    98     1     8
  3.6990168374198767E+01 a      1949     0    98     1     9
  2.7082205111901927E+00 a      1950     0    98     1    10
 -3.6896395482777811E+00 a      1951     0    98     1    11
 -5.1399867997865956E+00 a      1952     0    98     1    12
  5.7845136813213074E+00 a      1953     0    98     1    13
  6.8776791576246055E+00 a      1954     0    98     1    14
  2.3045996504722543E+00 a      1955     0    98     1    15
 -6.9809073553679628E+00 a      1956     0    98     1    16
 -8.6851219284528991E+00 a      1957     0    98     1    17
  7.2600568689362257E+00 a      1958     0    98     1    18
  9.7662724870058941E+00 a      1959     0    98     1    19
  2.4123002095729468E+01 a      1960     0    98     1    20
 -1.3291007545255150E+01 a      1961     0    99     1     1
 -2.5426770718470134E+01 a      1962     0    99     1     2
 -1.4605960723803289E+01 a      1963     0    99     1     3
 -1.3168427940573308E+01 a      1964     0    99     1     4
 -7.3681938584742834E+00 a      1965     0    99     1     5
 -2.1424600527668552E+01 a      1966     0    99     1     6
 -2.9185118433519893E+01 a      1967     0    99     1     7
  1.4554334319750644E+00 a      1968     0    99     1     8
  4.0234064527603429E+01 a      1969     0    99     1     9
  9.1530999299671674E+00 a      1970     0    99     1    10
 -1.0715067655069841E+01 a      1971     0    99     1    11
 -4.8407214378771233E+00 a      1972     0    99     1    12
 -4.0506876006176725E+01 a      1973     0    99     1    13
  1.1396658793329392E+01 a      1974     0    99     1    14
  1.1958194322635785E+01 a      1975     0    99     1    15
 -2.2190431044206644E+01 a      1976     0    99     1    16
 -4.7682363710345150E+01 a      1977     0    99     1    17
 -1.1178467063994775E+01 a      1978     0    99     1    18
  1.1745566671785477E+01 a      1979     0    99     1    19
  3.2599152557829818E+01 a      1980     0    99     1    20
 -1.7830944003374110E+01 a      1981     0   100     1     1
 -2.0392793738100924E+01 a      1982     0   100     1     2
 -2.3562870605539810E+00 a      1983     0   100     1     3
  1.4308800540378405E+01 a      1984     0   100     1     4
 -5.2196759544028675E+00 a      1985     0   100     1     5
 -1.5185333363602176E+01 a      1986     0   100     1     6
 -1.2395358091283075E+01 a      1987     0   100     1     7
  2.4291119123281177E-01 a      1988     0   100     1     8
 -9.8653579269091374E+00 a      1989     0   100     1     9
  7.0422383652055076E-01 a      1990     0   100     1    10
  7.7535583190746760E+00 a      1991     0   100     1    11
 -4.0947453007851708E-01 a      1992     0   100     1    12
 -3.4049958824031341E+00 a      1993     0   100     1    13
  1.0959862069015051E+01 a      1994     0   100     1    14
  1.8525178459725120E+00 a      1995     0   100     1    15
 -1.4713911370804954E+01 a      1996     0   100     1    16
  8.3362573847714341E+00 a      1997     0   100     1    17
 -1.4356524406544655E+00 a      1998     0   100     1    18
  3.1471673445786026E+00 a      1999     0   100     1    19
  2.1132305191113749E+00 a      2000     0   100     1    20
  4.9518526881242595E+00 a      2001     0   101     1     1
 -1.7060609572449696E+01 a      2002     0   101     1     2
  2.3373127272744094E+00 a      2003     0   101     1     3
 -9.7167503012777068E-01 a      2004     0   101     1     4
  1.1439706885178792E+01 a      2005     0   101     1     5
  1.4028894956714222E+01 a      2006     0   101     1     6
  2.8828333390307326E-01 a      2007     0   101     1     7
  5.0005568434389092E-01 a      2008     0   101     1     8
  2.0053098800080322E+00 a      2009     0   101     1     9
  1.7143228876756003E+00 a      2010     0   101     1    10
 -6.4553668119677070E+00 a      2011     0   101     1    11
  3.5360699208718860E-01 a      2012     0   101     1    12
 -6.1745918389383476E+00 a      2013     0   101     1    13
  6.4363265138742705E+00 a      2014     0   101     1    14
  1.4488371360523620E+00 a      2015     0   101     1    15
 -5.3216055250097849E+00 a      2016     0   101     1    16
 -6.8205413065694591E+00 a      2017     0   101     1    17
  1.3464411430625022E+01 a      2018     0   101     1    18
  1.0467913526505941E+00 a      2019     0   101     1    19
 -5.8909232599360726E+00 a      2020     0   101     1    20
  2.8299778566064666E+00 a      2021     0   102     1     1
  6.4812920381180383E+00 a      2022     0   102     1     2
  9.5017651645361756E-01 a      2023     0   102     1     3
 -1.4987211785999994E+01 a      2024     0   102     1     4
 -5.7192172740926361E+00 a      2025     0   102     1     5
  1.9660008107289176E+01 a      2026     0   102     1     6
 -7.9422985416801577E+00 a      2027     0   102     1     7
  8.5503482070774861E-01 a      2028     0   102     1     8
  1.0382866138536976E+01 a      2029     0   102     1     9
  2.1170860814069326E-01 a      2030     0   102     1    10
  2.2766804211120117E+00 a      2031     0   102     1    11
  3.9845398581331737E-01 a      2032     0   102     1    12
 -9.2659485942974207E-01 a      2033     0   102     1    13
 -3.0702450219252642E+00 a      2034     0   102     1    14
  3.9264323847333765E-01 a      2035     0   102     1    15
 -2.1363480449769496E+00 a      2036     0   102     1    16
  1.2465427208723929E+00 a      2037     0   102     1    17
  1.1941162180837561E+00 a      2038     0   102     1    18
 -1.2495210262485850E+00 a      2039     0   102     1    19
  1.6019716638128647E+00 a      2040     0   102     1    20
 -5.8508570304400340E+00 a      2041     0   103     1     1
  8.1437743107647869E+00 a      2042     0   103     1     2
 -3.0088397873406274E+00 a      2043     0   103     1     3
  8.2372334950586534E+00 a      2044     0   103     1     4
 -6.8394972047365297E+00 a      2045     0   103     1     5
 -3.2985454497539064E+00 a      2046     0   103     1     6
  3.6584883761548714E+00 a      2047     0   103     1     7
  1.7938343927386613E-01 a      2048     0   103     1     8
  1.8154658693132461E+01 a      2049     0   103     1     9
  1.3293074738228603E+00 a      2050     0   103     1    10
 -1.2625597241633768E+01 a      2051     0   103     1    11
  2.4638787817769199E+00 a      2052     0   103     1    12
  2.8117974955027325E+00 a      2053     0   103     1    13
 -4.0605522302041201E+00 a      2054     0   103     1    14
 -4.6330640645949328E-02 a      2055     0   103     1    15
  5.2349202445835297E-01 a      2056     0   103     1    16
 -2.3873902441716108E+00 a      2057     0   103     1    17
 -7.8106785665496954E+00 a      2058     0   103     1    18
  1.4540664993530785E+00 a      2059     0   103     1    19
  1.5636545538550679E+00 a      2060     0   103     1    20
 -6.6812894203740143E+00 a      2061     0   104     1     1
  4.4538447287025171E+00 a      2062     0   104     1     2
 -7.0257123110162112E-01 a      2063     0   104     1     3
  5.9346152810150143E-01 a      2064     0   104     1     4
 -2.2941507881413092E+00 a      2065     0   104     1     5
  1.6159750009235418E+00 a      2066     0   104     1     6
 -6.2687467839322650E+00 a      2067     0   104     1     7
  6.1469250405746390E-01 a      2068     0   104     1     8
