################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.5359093913490662E+00 a       751     0    38     1    11
 -1.6335080265982378E+00 a       752     0    38     1    12
  5.4282580545347336E+00 a       753     0    38     1    13
  6.2553900351261582E-01 a       754     0    38     1    14
 -1.7335530890120590E+00 a       755     0    38     1    15
  2.1153032228924533E+00 a       756     0    38     1    16
  8.9722808919291008E+00 a       757     0    38     1    17
  7.2737829768945517E+00 a       758     0    38     1    18
 -1.0775591246107833E+01 a       759     0    38     1    19
 -4.5300034103545067E-01 a       760     0    38     1    20
 -1.6738156894016367E+01 a       761     0    39     1     1
 -7.0410160781423050E+00 a       762     0    39     1     2
 -1.5253045554401373E+01 a       763     0    39     1     3
 -5.2880541416166720E+00 a       764     0    39     1     4
  2.9833454639625150E+00 a       765     0    39     1     5
  1.9791229928542005E+01 a       766     0    39     1     6
  2.3558832241919059E+00 a       767     0    39     1     7
 -1.0230684567316848E+00 a       768     0    39     1     8
 -2.3555356438844957E+01 a       769     0    39     1     9
  1.8233251115074349E+01 a       770     0    39     1    10
 -1.1296846384872727E+00 a       771     0    39     1    11
 -1.7523457267640972E+00 a       772     0    39     1    12
  3.9093377991627705E+00 a       773     0    39     1    13
  1.7241346102778299E+00 a       774     0    39     1    14
  1.1535358596879057E+01 a       775     0    39     1    15
 -2.3650187486883283E+01 a       776     0    39     1    16
 -1.7067060157580123E+00 a       777     0    39     1    17
  4.6429979967880861E+00 a       778     0    39     1    18
  2.3668402410060230E+00 a       779     0    39     1    19
  1.7182751787568431E+01 a       780     0    39     1    20
  4.0432600829657632E+00 a       781     0    40     1     1
  2.0999073438196405E+01 a       782     0    40     1     2
 -3.0503545056853500E+00 a       783     0    40     1     3
 -1.0947521790176463E+01 a       784     0    40     1     4
 -1.1964008599751727E+01 a       785     0    40     1     5
 -1.5389792515719403E+01 a       786     0    40     1     6
 -1.7187403712500031E+00 a       787     0    40     1     7
  2.1103663839384277E+00 a       788     0    40     1     8
 -1.8781845622838777E+01 a       789     0    40     1     9
  1.0182297186393251E+01 a       790     0    40     1    10
  5.5853066069896649E+00 a       791     0    40     1    11
  3.9933116507976938E+00 a       792     0    40     1    12
 -5.7133937597824387E+00 a       793     0    40     1    13
  1.4979338372340782E+01 a       794     0    40     1    14
  5.4723969550023921E-01 a       795     0    40     1    15
  3.1220463264860472E+00 a       796     0    40     1    16
 -8.3089469842865711E+00 a       797     0    40     1    17
  1.3873129095678452E+01 a       798     0    40     1    18
 -1.4800374024679992E+00 a       799     0    40     1    19
  2.1649306247353028E+01 a       800     0    40     1    20
  2.7309877236889751E+01 a       801     0    41     1     1
  6.6033341663893887E+00 a       802     0    41     1     2
  1.6951511465671384E+01 a       803     0    41     1     3
 -4.3535177558348312E+00 a       804     0    41     1     4
  3.5622428585542987E+00 a       805     0    41     1     5
  1.1482686362144261E+00 a       806     0    41     1     6
 -5.1134826582795743E+00 a       807     0    41     1     7
  3.9592304936424880E+00 a       808     0    41     1     8
 -6.7360216226146585E+00 a       809     0    41     1     9
 -1.8601938850959055E+01 a       810     0    41     1    10
 -1.2752598055385846E+01 a       811     0    41     1    11
  4.5076450138073376E+00 a       812     0    41     1    12
  3.9683772169051168E+00 a       813     0    41     1    13
  8.5564205693124986E+00 a       814     0    41     1    14
 -1.3516047239922690E+01 a       815     0    41     1    15
 -9.0196793372297701E-01 a       816     0    41     1    16
  7.6518727336487151E+00 a       817     0    41     1    17
  1.6067070066167819E+01 a       818     0    41     1    18
  2.7777483775557432E-01 a       819     0    41     1    19
 -7.3672820076272290E+00 a       820     0    41     1    20
 -1.2953194919501762E+01 a       821     0    42     1     1
  4.1797263150306989E+00 a       822     0    42     1     2
 -3.2057522870078605E+00 a       823     0    42     1     3
 -1.6045183303171917E+00 a       824     0    42     1     4
  8.8459601835081747E-01 a       825     0    42     1     5
  1.9987759735320846E+01 a       826     0    42     1     6
 -1.3965040195538294E+00 a       827     0    42     1     7
  7.4014398078447057E+00 a       828     0    42     1     8
  6.7291039169345401E+00 a       829     0    42     1     9
 -1.0611621578706954E+01 a       830     0    42     1    10
 -1.5685264253691182E+01 a       831     0    42     1    11
  1.3167417707180111E+00 a       832     0    42     1    12
 -5.2567869683482302E-02 a       833     0    42     1    13
  8.8132253671438434E+00 a       834     0    42     1    14
 -1.3636305052880090E+01 a       835     0    42     1    15
 -1.1273683939504933E+01 a       836     0    42     1    16
  5.6324990528373382E+00 a       837     0    42     1    17
 -1.3302633960572543E+01 a       838     0    42     1    18
 -2.6713254956569390E+00 a       839     0    42     1    19
 -1.3554052777723708E+01 a       840     0    42     1    20
  1.4239883027256122E+01 a       841     0    43     1     1
  1.4950785515535264E+01 a       842     0    43     1     2
  1.1829878982492971E+01 a       843     0    43     1     3
  1.5441396849320745E+01 a       844     0    43     1     4
  7.1907047685082777E+00 a       845     0    43     1     5
  1.7305724846491323E+01 a       846     0    43     1     6
 -2.4277844678653380E+00 a       847     0    43     1     7
  5.2737031840763287E+00 a       848     0    43     1     8
 -1.8660326806339896E+01 a       849     0    43     1     9
  8.4131856824082956E+00 a       850     0    43     1    10
 -2.6304083433447214E+01 a       851     0    43     1    11
 -8.0436465041259808E+00 a       852     0    43     1    12
  2.8441249430541831E+00 a       853     0    43     1    13
  1.1879695352154920E+01 a       854     0    43     1    14
  5.9432465880164811E+00 a       855     0    43     1    15
 -1.2849735149872188E+01 a       856     0    43     1    16
  2.2290011029363509E+01 a       857     0    43     1    17
  4.1268040661701937E+00 a       858     0    43     1    18
  4.3520147154715069E+01 a       859     0    43     1    19
 -2.6594045068259060E+01 a       860     0    43     1    20
  1.3787020652472457E+01 a       861     0    44     1     1
 -1.3530961172214662E+00 a       862     0    44     1     2
 -4.1973372409886203E+00 a       863     0    44     1     3
  6.4630704279390088E+00 a       864     0    44     1     4
 -2.1105740865007290E+00 a       865     0    44     1     5
 -3.0114824658299346E+00 a       866     0    44     1     6
 -2.3498880161718860E+00 a       867     0    44     1     7
 -1.2975221163160588E+00 a       868     0    44     1     8
  2.3339478863440610E+00 a       869     0    44     1     9
 -1.7765774956634097E+01 a       870     0    44     1    10
 -1.1878371112893275E+01 a       871     0    44     1    11
  7.5478140093372046E+00 a       872     0    44     1    12
 -1.4864505353787880E+00 a       873     0    44     1    13
  1.7548769830540021E+01 a       874     0    44     1    14
 -1.6608721661312595E+00 a       875     0    44     1    15
 -2.5167796826305800E+01 a       876     0    44     1    16
 -5.5918544555659002E+00 a       877     0    44     1    17
  1.3561855619258914E+01 a       878     0    44     1    18
 -8.5320046457287653E+00 a       879     0    44     1    19
 -8.2674668888887162E+00 a       880     0    44     1    20
 -3.0222907551450767E+01 a       881     0    45     1     1
 -1.7918234408587519E+01 a       882     0    45     1     2
  6.3035368112681747E+00 a       883     0    45     1     3
 -7.8052216812046007E+00 a       884     0    45     1     4
  1.6610341817230454E+00 a       885     0    45     1     5
 -2.0872007403492162E+01 a       886     0    45     1     6
 -1.5832902444852706E+00 a       887     0    45     1     7
  2.9764872411296972E+00 a       888     0    45     1     8
  1.1405278190418906E+01 a       889     0    45     1     9
  1.1476736017362033E+01 a       890     0    45     1    10
  9.9962073400712583E+00 a       891     0    45     1    11
  2.9127440823272646E+00 a       892     0    45     1    12
 -3.4441687766461633E+00 a       893     0    45     1    13
  3.3676603309047579E+01 a       894     0    45     1    14
 -2.9505907698282381E+00 a       895     0    45     1    15
 -1.8571844017301448E+01 a       896     0    45     1    16
 -8.1190121871627436E+00 a       897     0    45     1    17
  1.5728257661660030E+00 a       898     0    45     1    18
 -8.6730631847323298E+00 a       899     0    45     1    19
 -6.5817243881981724E-01 a       900     0    45     1    20
  1.7466606207301574E+00 a       901     0    46     1     1
 -1.6191892589305166E+01 a       902     0    46     1     2
 -3.9324462629499131E+00 a       903     0    46     1     3
  1.2109774507813222E+00 a       904     0    46     1     4
  2.2767831475252649E+01 a       905     0    46     1     5
  1.8845308908548731E+01 a       906     0    46     1     6
  1.6966343883265864E-01 a       907     0    46     1     7
  7.1966714982756419E-01 a       908     0    46     1     8
 -7.9395269041091217E+00 a       909     0    46     1     9
  2.6970147634696100E+00 a       910     0    46     1    10
 -6.7104835296227225E+00 a       911     0    46     1    11
 -3.9269684876891415E+00 a       912     0    46     1    12
  1.4091517902910152E+01 a       913     0    46     1    13
 -1.0192485067872497E+01 a       914     0    46     1    14
  6.0485714796708701E+00 a       915     0    46     1    15
 -1.0942072704750890E+01 a       916     0    46     1    16
 -2.6816821500805408E+00 a       917     0    46     1    17
 -1.5794443570041381E+01 a       918     0    46     1    18
  1.8693853290185142E+01 a       919     0    46     1    19
 -2.9525351487048237E+01 a       920     0    46     1    20
  1.5497018217821144E+00 a       921     0    47     1     1
  7.0202747300826758E+00 a       922     0    47     1     2
 -8.6542350628357241E+00 a       923     0    47     1     3
  2.2676686838971882E+00 a       924     0    47     1     4
 -7.4581625979331507E+00 a       925     0    47     1     5
  5.8376137337984559E+00 a       926     0    47     1     6
  8.5317768030875420E+00 a       927     0    47     1     7
 -3.7181568172764901E+00 a       928     0    47     1     8
 -7.3631443797045470E+00 a       929     0    47     1     9
  1.8200982257469374E+01 a       930     0    47     1    10
  6.1266843321343256E-01 a       931     0    47     1    11
 -7.5282355840187511E+00 a       932     0    47     1    12
 -2.8398563497604963E+00 a       933     0    47     1    13
 -5.5748651241054503E+00 a       934     0    47     1    14
  1.4131961780944410E+01 a       935     0    47     1    15
 -6.4838463882977670E-01 a       936     0    47     1    16
  4.9865162138222976E+00 a       937     0    47     1    17
 -1.4076272453747222E+01 a       938     0    47     1    18
 -3.9916306395166194E+00 a       939     0    47     1    19
  9.1715517741108332E+00 a       940     0    47     1    20
  5.9971803655367255E+00 a       941     0    48     1     1
 -1.1044245123811244E+01 a       942     0    48     1     2
 -2.5500945034994862E+00 a       943     0    48     1     3
  3.2593608545757089E+00 a       944     0    48     1     4
  5.7259620971481064E+00 a       945     0    48     1     5
 -4.9624288952966742E+00 a       946     0    48     1     6
  9.2526632290018551E-01 a       947     0    48     1     7
 -1.1296533740295656E+01 a       948     0    48     1     8
 -4.7077172235511728E+00 a       949     0    48     1     9
 -6.3880178051736305E+00 a       950     0    48     1    10
  3.1778284596947451E+01 a       951     0    48     1    11
 -3.0353301580884233E+00 a       952     0    48     1    12
  3.2632738642512948E+00 a       953     0    48     1    13
 -1.3614330576277734E+01 a       954     0    48     1    14
  2.0613265415832490E+01 a       955     0    48     1    15
 -1.8307746927455000E+01 a       956     0    48     1    16
 -2.3170464746071033E+00 a       957     0    48     1    17
  7.6533476173182287E+00 a       958     0    48     1    18
  1.1046598209380361E+01 a       959     0    48     1    19
  1.6313033099960325E+01 a       960     0    48     1    20
 -2.0845851349392394E+01 a       961     0    49     1     1
 -5.5828982177964503E+00 a       962     0    49     1     2
 -3.8362001811193828E+01 a       963     0    49     1     3
 -1.8688561914996093E+01 a       964     0    49     1     4
  5.7920768864804089E+00 a       965     0    49     1     5
 -1.9448279097455973E+01 a       966     0    49     1     6
  4.9997137467804134E+00 a       967     0    49     1     7
 -1.0115174501245807E+01 a       968     0    49     1     8
  1.0806172142085508E+01 a       969     0    49     1     9
 -2.1106430022066352E+01 a       970     0    49     1    10
  1.8997484230545457E+01 a       971     0    49     1    11
  1.1108194371530573E+01 a       972     0    49     1    12
 -4.8338272281666503E+00 a       973     0    49     1    13
 -2.3959801028396296E+01 a       974     0    49     1    14
 -4.1374990784837795E+00 a       975     0    49     1    15
  1.5092207120047792E+01 a       976     0    49     1    16
  6.6536346503575405E+00 a       977     0    49     1    17
 -1.1296781514065513E+01 a       978     0    49     1    18
 -3.5452627419707483E+01 a       979     0    49     1    19
  2.3718753630041128E+01 a       980     0    49     1    20
 -8.4435097400248651E+00 a       981     0    50     1     1
  5.3344392881815972E-01 a       982     0    50     1     2
  7.2863149480948728E+00 a       983     0    50     1     3
 -1.8395602181260990E+01 a       984     0    50     1     4
  9.9859389908847529E+00 a       985     0    50     1     5
  2.1835512250194102E+00 a       986     0    50     1     6
  1.8126882705382850E+00 a       987     0    50     1     7
  9.0060531864575821E-01 a       988     0    50     1     8
 -8.8753042030739315E-01 a       989     0    50     1     9
 -9.2128240425250016E+00 a       990     0    50     1    10
  1.6550237723123271E+01 a       991     0    50     1    11
 -7.4001865921864836E+00 a       992     0    50     1    12
  8.3333061506727866E+00 a       993     0    50     1    13
 -8.6325556294987020E+00 a       994     0    50     1    14
 -8.9922420266639963E-02 a       995     0    50     1    15
  2.6497938142716624E+01 a       996     0    50     1    16
  2.3031473979301605E+01 a       997     0    50     1    17
 -2.1138219465271249E+01 a       998     0    50     1    18
 -7.4914125319807914E+00 a       999     0    50     1    19
  8.9006810762468795E+00 a      1000     0    50     1    20
  8.6172487123609329E+00 a      1001     0    51     1     1
 -1.2734036836815008E+01 a      1002     0    51     1     2
 -5.1355761520731962E+00 a      1003     0    51     1     3
 -7.8857313209448754E-01 a      1004     0    51     1     4
  8.1464112224129988E+00 a      1005     0    51     1     5
  8.9273591996619039E+00 a      1006     0    51     1     6
 -3.5061591542524717E-01 a      1007     0    51     1     7
 -6.1039646644032297E+00 a      1008     0    51     1     8
 -1.4500951657924185E+01 a      1009     0    51     1     9
  4.2912999842667467E+00 a      1010     0    51     1    10
 -5.8518149229083227E-01 a      1011     0    51     1    11
 -1.9216628569960659E+00 a      1012     0    51     1    12
  1.1438125801130571E+01 a      1013     0    51     1    13
 -1.7032147819580121E+01 a      1014     0    51     1    14
  1.2273208560160734E+01 a      1015     0    51     1    15
 -1.2379790732562016E+01 a      1016     0    51     1    16
  1.0845002152029931E+01 a      1017     0    51     1    17
 -3.0604528055532589E+00 a      1018     0    51     1    18
  4.0729369130903956E+00 a      1019     0    51     1    19
  5.9805067314416127E-01 a      1020     0    51     1    20
  1.0470215852948053E+01 a      1021     0    52     1     1
 -2.2988276918278260E+01 a      1022     0    52     1     2
 -1.4665373370309029E+01 a      1023     0    52     1     3
  2.8953932678836146E+01 a      1024     0    52     1     4
  3.6694042301337859E+00 a      1025     0    52     1     5
 -2.4033344945265673E+00 a      1026     0    52     1     6
  5.7271953536041587E-01 a      1027     0    52     1     7
 -4.8956085453551385E-01 a      1028     0    52     1     8
 -1.1311361730965453E+01 a      1029     0    52     1     9
  1.2439886502861329E+01 a      1030     0    52     1    10
  3.8599505310998228E+00 a      1031     0    52     1    11
 -4.6246103431000057E-01 a      1032     0    52     1    12
 -3.0626610689455319E-01 a      1033     0    52     1    13
 -5.2222803061506200E+00 a      1034     0    52     1    14
  5.5414035652931171E+00 a      1035     0    52     1    15
  6.8002841046932554E+00 a      1036     0    52     1    16
 -1.9890729009310654E+01 a      1037     0    52     1    17
 -1.3848581409400584E+01 a      1038     0    52     1    18
 -5.1911274367236171E+00 a      1039     0    52     1    19
  1.5473217019580872E+01 a      1040     0    52     1    20
  7.5115187960157825E-01 a      1041     0    53     1     1
  7.9485989930917036E+00 a      1042     0    53     1     2
  1.0361249383086593E+01 a      1043     0    53     1     3
  1.4103690234686413E+01 a      1044     0    53     1     4
 -3.7853465292559174E-01 a      1045     0    53     1     5
 -2.2186846490012386E+00 a      1046     0    53     1     6
  3.8045538088190094E+00 a      1047     0    53     1     7
  2.1870828330738039E+00 a      1048     0    53     1     8
  7.6079900307645785E+00 a      1049     0    53     1     9
  1.6362622272578715E+00 a      1050     0    53     1    10
  2.7013145055265834E+01 a      1051     0    53     1    11
  1.6638357087935958E+00 a      1052     0    53     1    12
 -5.5952588776587209E-01 a      1053     0    53     1    13
  1.0687746580895446E+01 a      1054     0    53     1    14
  4.8294366781130149E+00 a      1055     0    53     1    15
  1.8552633727583324E+01 a      1056     0    53     1    16
  2.7444839856493491E+01 a      1057     0    53     1    17
  4.6944645343372152E+01 a      1058     0    53     1    18
 -2.7404726088878174E+01 a      1059     0    53     1    19
 -3.5354930889994161E+00 a      1060     0    53     1    20
 -1.0520230647478177E+01 a      1061     0    54     1     1
 -8.8399277101679310E+00 a      1062     0    54     1     2
  1.9616620654546949E+01 a      1063     0    54     1     3
  1.3104626873196985E+01 a      1064     0    54     1     4
  2.9268875210970979E+01 a      1065     0    54     1     5
  2.2073480963725398E+01 a      1066     0    54     1     6
 -7.5235957424789823E-01 a      1067     0    54     1     7
  2.0606632522560675E-01 a      1068     0    54     1     8
 -6.5312811730772866E+00 a      1069     0    54     1     9
 -3.3820527127261158E+01 a      1070     0    54     1    10
  1.1631309856619316E+01 a      1071     0    54     1    11
  1.8595453197699936E+00 a      1072     0    54     1    12
  1.2438876130040188E+00 a      1073     0    54     1    13
  2.1814929959996164E+01 a      1074     0    54     1    14
  1.7600627421616014E+01 a      1075     0    54     1    15
  2.9151147177559982E+00 a      1076     0    54     1    16
 -7.5158072900419111E+00 a      1077     0    54     1    17
 -2.1388356501336084E+01 a      1078     0    54     1    18
  2.3234358988388809E+01 a      1079     0    54     1    19
  1.9786507635337858E+00 a      1080     0    54     1    20
  2.4797544872897834E+01 a      1081     0    55     1     1
  1.9568847952201405E+00 a      1082     0    55     1     2
  1.0224974101682186E+01 a      1083     0    55     1     3
  9.9257954340091565E+00 a      1084     0    55     1     4
 -1.0993658923777515E+01 a      1085     0    55     1     5
  1.0905527314237359E+01 a      1086     0    55     1     6
  4.0386610774649900E-01 a      1087     0    55     1     7
 -2.6437344606457316E+00 a      1088     0    55     1     8
 -2.2263323479046599E+00 a      1089     0    55     1     9
  6.2211173505128823E+00 a      1090     0    55     1    10
  1.3236969714041686E+01 a      1091     0    55     1    11
  3.5574491522740841E+00 a      1092     0    55     1    12
 -3.6980897812337582E-01 a      1093     0    55     1    13
 -1.7416364446675029E+01 a      1094     0    55     1    14
 -6.4875531211438231E+00 a      1095     0    55     1    15
 -4.7846046413930843E-01 a      1096     0    55     1    16
 -6.0657260135049551E+00 a      1097     0    55     1    17
 -2.2488676003943109E+00 a      1098     0    55     1    18
  1.3664262263003627E+01 a      1099     0    55     1    19
 -2.0479368029857135E+01 a      1100     0    55     1    20
  7.9201628096125667E+00 a      1101     0    56     1     1
 -1.9548651394812705E+01 a      1102     0    56     1     2
  2.3548019305490309E+00 a      1103     0    56     1     3
  1.0794322649576978E+01 a      1104     0    56     1     4
 -8.0969463451129575E-01 a      1105     0    56     1     5
  1.1245440837611957E+01 a      1106     0    56     1     6
  8.0012872387547188E-02 a      1107     0    56     1     7
  9.0292227556977050E-02 a      1108     0    56     1     8
 -3.3339546886092215E+01 a      1109     0    56     1     9
  1.4390612598403443E+01 a      1110     0    56     1    10
 -7.5348327136760869E+00 a      1111     0    56     1    11
 -2.9055418843020309E-01 a      1112     0    56     1    12
  3.9796154792817146E-01 a      1113     0    56     1    13
 -1.9087882155529417E+01 a      1114     0    56     1    14
  1.1189389266636889E+01 a      1115     0    56     1    15
  1.1251699015859673E+01 a      1116     0    56     1    16
 -1.5324276326710969E+01 a      1117     0    56     1    17
  3.7453087632213933E-01 a      1118     0    56     1    18
 -4.1828077854389054E+00 a      1119     0    56     1    19
 -4.5435451255297883E+00 a      1120     0    56     1    20
  1.9602490410958062E+01 a      1121     0    57     1     1
  1.6123824924371643E+01 a      1122     0    57     1     2
  8.9913675339105481E+00 a      1123     0    57     1     3
  1.8557584339478097E+01 a      1124     0    57     1     4
 -7.6067968928529437E+00 a      1125     0    57     1     5
  5.4156894655547902E+01 a      1126     0    57     1     6
  1.2142607011923541E+00 a      1127     0    57     1     7
 -6.5659533500187361E-01 a      1128     0    57     1     8
 -1.6085371637417250E+01 a      1129     0    57     1     9
 -8.2724219544041119E-02 a      1130     0    57     1    10
 -2.0654133831744424E+01 a      1131     0    57     1    11
  2.9037366123461186E+00 a      1132     0    57     1    12
  1.6923874422970695E+00 a      1133     0    57     1    13
 -2.3202641359743801E+01 a      1134     0    57     1    14
  7.0026652695539244E+00 a      1135     0    57     1    15
  1.8306773205709909E+01 a      1136     0    57     1    16
  1.4872080551622945E+01 a      1137     0    57     1    17
 -2.3158867584408156E+01 a      1138     0    57     1    18
 -7.1564297159946859E+00 a      1139     0    57     1    19
 -2.3052926713205458E+01 a      1140     0    57     1    20
  1.2627023099791936E+00 a      1141     0    58     1     1
  1.9321794142190363E+01 a      1142     0    58     1     2
 -3.8203010023826400E+00 a      1143     0    58     1     3
  5.2301671039037614E-02 a      1144     0    58     1     4
 -1.8631580068895619E+01 a      1145     0    58     1     5
 -7.7957167399068377E+00 a      1146     0    58     1     6
  1.0564756587425639E+00 a      1147     0    58     1     7
 -1.3656658508623278E+00 a      1148     0    58     1     8
  1.5483660056839637E+01 a      1149     0    58     1     9
  2.6578229091445231E+00 a      1150     0    58     1    10
  1.7284823105009495E+00 a      1151     0    58     1    11
  1.1209934415728278E+00 a      1152     0    58     1    12
 -9.7063441448223529E+00 a      1153     0    58     1    13
 -3.7854288972442016E+00 a      1154     0    58     1    14
 -6.3051455496535995E+00 a      1155     0    58     1    15
  1.0390758001837989E+01 a      1156     0    58     1    16
  1.1657503003245607E+01 a      1157     0    58     1    17
 -4.4155676049537984E+00 a      1158     0    58     1    18
 -4.4029132952435415E+00 a      1159     0    58     1    19
  2.1600444929439220E+01 a      1160     0    58     1    20
 -8.8991085785318340E+00 a      1161     0    59     1     1
 -1.3478941454860735E+01 a      1162     0    59     1     2
 -6.0578090560448972E-01 a      1163     0    59     1     3
 -1.0302027380055645E+01 a      1164     0    59     1     4
  5.8881059488097005E+00 a      1165     0    59     1     5
 -1.3480552871444804E+00 a      1166     0    59     1     6
 -4.7075512275959097E+00 a      1167     0    59     1     7
  1.2055638991132227E+00 a      1168     0    59     1     8
  1.2620371634426277E+01 a      1169     0    59     1     9
 -1.2264684849755932E+01 a      1170     0    59     1    10
  2.4324771398271983E+00 a      1171     0    59     1    11
  3.2081402617085133E+00 a      1172     0    59     1    12
 -1.3600695616851985E+00 a      1173     0    59     1    13
 -1.2671971440570669E+01 a      1174     0    59     1    14
 -4.4699124714816989E+00 a      1175     0    59     1    15
  4.7315826038195630E-01 a      1176     0    59     1    16
 -3.0010684796246130E+00 a      1177     0    59     1    17
 -1.2708867019611112E+01 a      1178     0    59     1    18
  8.9396779563322877E+00 a      1179     0    59     1    19
 -7.1984999844779862E+00 a      1180     0    59     1    20
 -7.1554777935272931E+00 a      1181     0    60     1     1
  1.4784410534051640E+01 a      1182     0    60     1     2
 -5.5143628809720902E+00 a      1183     0    60     1     3
 -3.4916527621543358E+00 a      1184     0    60     1     4
 -7.8789016466569075E+00 a      1185     0    60     1     5
  2.5320661700422908E+00 a      1186     0    60     1     6
 -3.0955415802547659E-01 a      1187     0    60     1     7
  4.6885246316527631E+00 a      1188     0    60     1     8
 -1.4466532419566203E-01 a      1189     0    60     1     9
  2.1328967537828664E+01 a      1190     0    60     1    10
 -1.9692441318405944E+01 a      1191     0    60     1    11
  2.5463081911783996E+00 a      1192     0    60     1    12
 -1.3582231020296003E+00 a      1193     0    60     1    13
  2.0594727569107083E+00 a      1194     0    60     1    14
 -1.1893080773268519E+01 a      1195     0    60     1    15
  1.5418961986132993E+01 a      1196     0    60     1    16
  2.4252142230523801E+00 a      1197     0    60     1    17
  2.5840726914385717E+00 a      1198     0    60     1    18
 -9.6176451777804086E+00 a      1199     0    60     1    19
 -6.4614934953692158E+00 a      1200     0    60     1    20
 -5.5784454940029109E+00 a      1201     0    61     1     1
 -2.6630414265060409E+00 a      1202     0    61     1     2
  1.4002232144652962E+00 a      1203     0    61     1     3
 -1.0202313640682434E+01 a      1204     0    61     1     4
 -1.2226669800083682E+01 a      1205     0    61     1     5
  2.4939754879364791E+01 a      1206     0    61     1     6
 -3.1860831956733668E+00 a      1207     0    61     1     7
  4.6051285778058908E+00 a      1208     0    61     1     8
  4.5748278100915858E+00 a      1209     0    61     1     9
 -2.0841153356517104E+01 a      1210     0    61     1    10
  1.0861844904082968E+01 a      1211     0    61     1    11
 -3.1051506213523346E+00 a      1212     0    61     1    12
  2.3546888817837526E+00 a      1213     0    61     1    13
 -5.6471703569521061E+00 a      1214     0    61     1    14
 -1.0165694767545059E+00 a      1215     0    61     1    15
 -1.5078521264547646E+01 a      1216     0    61     1    16
 -1.8039225468311145E+01 a      1217     0    61     1    17
 -5.0224115222580838E+00 a      1218     0    61     1    18
  2.0189699233242901E+01 a      1219     0    61     1    19
  6.3464729953275025E+00 a      1220     0    61     1    20
 -2.3135803074387312E-01 a      1221     0    62     1     1
  1.2762132516033684E+01 a      1222     0    62     1     2
  6.0854086671866581E+00 a      1223     0    62     1     3
  8.5045398165324890E+00 a      1224     0    62     1     4
 -6.2429890121524831E+00 a      1225     0    62     1     5
  1.4976552069986161E+01 a      1226     0    62     1     6
 -2.3841849417473759E-01 a      1227     0    62     1     7
 -8.3442180166926549E-01 a      1228     0    62     1     8
 -7.5151963159818820E+00 a      1229     0    62     1     9
  1.6506687218802075E+01 a      1230     0    62     1    10
 -7.7479111874127353E+00 a      1231     0    62     1    11
  2.2594003777049951E+00 a      1232     0    62     1    12
 -5.6263916062701522E+00 a      1233     0    62     1    13
 -9.9867128889394197E-01 a      1234     0    62     1    14
 -6.1831883538397514E-01 a      1235     0    62     1    15
 -7.9442221108402240E+00 a      1236     0    62     1    16
 -1.4581729662024156E+01 a      1237     0    62     1    17
  1.8822609631450163E+01 a      1238     0    62     1    18
  1.0095073996785578E+01 a      1239     0    62     1    19
 -3.7052934224646532E+00 a      1240     0    62     1    20
  1.6722052653231728E+01 a      1241     0    63     1     1
  1.6607859231772217E+01 a      1242     0    63     1     2
  8.3532419272577147E+00 a      1243     0    63     1     3
  2.7734565512484433E+00 a      1244     0    63     1     4
 -5.1804656905167770E+00 a      1245     0    63     1     5
 -1.5502720966949347E+01 a      1246     0    63     1     6
  8.6825238404708693E-01 a      1247     0    63     1     7
  2.8978037778787202E+00 a      1248     0    63     1     8
  1.2522891736608607E+01 a      1249     0    63     1     9
 -7.9938514335379356E+00 a      1250     0    63     1    10
 -1.0108651110118148E+00 a      1251     0    63     1    11
  1.7656199141784956E+00 a      1252     0    63     1    12
 -6.2250290254278040E+00 a      1253     0    63     1    13
 -6.3121281875553397E+00 a      1254     0    63     1    14
 -1.3763566819168199E+01 a      1255     0    63     1    15
  2.3081287821169678E+01 a      1256     0    63     1    16
 -1.7184606975099554E+00 a      1257     0    63     1    17
 -3.4188425942905241E+00 a      1258     0    63     1    18
  3.0855684457249808E+00 a      1259     0    63     1    19
 -5.2631917776830885E+00 a      1260     0    63     1    20
 -3.3674302834025114E+00 a      1261     0    64     1     1
 -1.3156462763039984E+00 a      1262     0    64     1     2
 -3.4989739125010595E+00 a      1263     0    64     1     3
  1.1797343961603389E+01 a      1264     0    64     1     4
  1.0769296481917797E+01 a      1265     0    64     1     5
  1.5350787143233175E+01 a      1266     0    64     1     6
 -1.6120089632576312E-01 a      1267     0    64     1     7
  1.8355234042374953E+00 a      1268     0    64     1     8
  2.5556056836417383E+01 a      1269     0    64     1     9
 -8.2697425348474347E+00 a      1270     0    64     1    10
 -1.3404292185379992E+01 a      1271     0    64     1    11
 -7.1295274459069660E+00 a      1272     0    64     1    12
  3.9008610470907663E+00 a      1273     0    64     1    13
 -6.7569504081041103E+00 a      1274     0    64     1    14
  2.5932141222167884E+00 a      1275     0    64     1    15
 -7.0277340861477700E-01 a      1276     0    64     1    16
  9.4913847348455231E+00 a      1277     0    64     1    17
 -2.3244893706543728E+00 a      1278     0    64     1    18
