################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.4834226651084572E+00 a      1583     0    80     1     3
 -2.9023410058156234E+00 a      1584     0    80     1     4
 -8.0604389725220837E+00 a      1585     0    80     1     5
 -1.1582736914180861E+01 a      1586     0    80     1     6
 -1.7599411472176532E-01 a      1587     0    80     1     7
  6.8290307204323886E-01 a      1588     0    80     1     8
  1.7412705219387007E+01 a      1589     0    80     1     9
 -1.4200710911782922E+01 a      1590     0    80     1    10
  3.7043791338589607E+00 a      1591     0    80     1    11
  1.0216452193911054E+00 a      1592     0    80     1    12
  1.2297106455611689E-01 a      1593     0    80     1    13
  1.6803055806444547E+01 a      1594     0    80     1    14
 -7.5230673255177853E+00 a      1595     0    80     1    15
 -8.9014006738360667E+00 a      1596     0    80     1    16
  1.9015751067487173E+01 a      1597     0    80     1    17
 -7.1472360601320428E+00 a      1598     0    80     1    18
 -3.9784895286215702E+00 a      1599     0    80     1    19
  7.1692636529701828E+00 a      1600     0    80     1    20
 -1.7751775624501580E+01 a      1601     0    81     1     1
 -1.0834026644644043E+01 a      1602     0    81     1     2
 -1.0913057440394631E+01 a      1603     0    81     1     3
 -3.2758025474490187E+00 a      1604     0    81     1     4
 -3.1424001340198238E-02 a      1605     0    81     1     5
 -3.7235812376982615E+01 a      1606     0    81     1     6
 -8.6493119182799538E-01 a      1607     0    81     1     7
  2.6257135401379199E+00 a      1608     0    81     1     8
  2.1565570706236876E+01 a      1609     0    81     1     9
 -4.9256329050706107E+00 a      1610     0    81     1    10
  1.4246555405774481E+01 a      1611     0    81     1    11
 -1.5006023443809551E+00 a      1612     0    81     1    12
 -3.4037311802560748E-02 a      1613     0    81     1    13
  2.4984499858327023E+01 a      1614     0    81     1    14
 -3.1973702773009478E+00 a      1615     0    81     1    15
 -2.2372636644952880E+01 a      1616     0    81     1    16
 -1.8146466682114298E+01 a      1617     0    81     1    17
  2.4685462198873442E+01 a      1618     0    81     1    18
  1.4881096220538613E+01 a      1619     0    81     1    19
  2.4856656066835317E+01 a      1620     0    81     1    20
  9.5042356118543463E+00 a      1621     0    82     1     1
  3.7457311599206742E+00 a      1622     0    82     1     2
 -1.4460719103470350E+01 a      1623     0    82     1     3
  4.4801462047983396E+00 a      1624     0    82     1     4
  7.4899425771708215E+00 a      1625     0    82     1     5
 -2.7136869655771918E+01 a      1626     0    82     1     6
 -7.1333270409397020E-01 a      1627     0    82     1     7
  3.8651014758929061E+00 a      1628     0    82     1     8
 -3.4720172013820814E+00 a      1629     0    82     1     9
 -1.9466694373891336E+01 a      1630     0    82     1    10
 -4.1627325048471704E+00 a      1631     0    82     1    11
 -2.1759666704362264E+00 a      1632     0    82     1    12
  4.7919060683187418E+00 a      1633     0    82     1    13
  7.7130137155337746E+00 a      1634     0    82     1    14
  9.9793640708461027E+00 a      1635     0    82     1    15
 -5.3009616495688823E+00 a      1636     0    82     1    16
 -1.9072012127597395E+00 a      1637     0    82     1    17
  8.8765070907754406E+00 a      1638     0    82     1    18
  2.5739007032379180E-01 a      1639     0    82     1    19
 -5.6105667468380762E+00 a      1640     0    82     1    20
  2.4878604555007907E+01 a      1641     0    83     1     1
 -5.5463710378289688E-01 a      1642     0    83     1     2
 -8.2043028165086351E+00 a      1643     0    83     1     3
  2.0364707783458979E+01 a      1644     0    83     1     4
 -8.3152565411177770E-01 a      1645     0    83     1     5
 -6.1419802131929284E+00 a      1646     0    83     1     6
  2.3203892478835026E+00 a      1647     0    83     1     7
  2.4279642702274655E+00 a      1648     0    83     1     8
 -1.0934642047916395E+01 a      1649     0    83     1     9
 -2.6726811341501273E+00 a      1650     0    83     1    10
 -1.0177792355521923E+01 a      1651     0    83     1    11
 -4.0341910696285250E+00 a      1652     0    83     1    12
  7.3565576876189831E-01 a      1653     0    83     1    13
  1.8425843005974990E+01 a      1654     0    83     1    14
  6.9365336143557652E+00 a      1655     0    83     1    15
 -9.0341756070797299E+00 a      1656     0    83     1    16
 -4.2811427974668028E+00 a      1657     0    83     1    17
  1.3690708247735158E+01 a      1658     0    83     1    18
 -1.6369528917856437E+00 a      1659     0    83     1    19
 -2.0772097037662945E-02 a      1660     0    83     1    20
 -3.9864280776596197E+00 a      1661     0    84     1     1
 -2.7438535276259540E+01 a      1662     0    84     1     2
  1.3139162020845697E+01 a      1663     0    84     1     3
 -1.2542007526959948E+01 a      1664     0    84     1     4
  6.6467923751984503E-01 a      1665     0    84     1     5
  9.1520527753340843E+00 a      1666     0    84     1     6
 -1.1609714061585081E+00 a      1667     0    84     1     7
 -1.1564711887717534E+00 a      1668     0    84     1     8
  5.0142577333770824E+00 a      1669     0    84     1     9
 -9.4802640659324862E+00 a      1670     0    84     1    10
  8.5315639601009501E+00 a      1671     0    84     1    11
 -1.7701136277389375E+00 a      1672     0    84     1    12
 -4.2377413395714375E-01 a      1673     0    84     1    13
  4.4455854886991011E+00 a      1674     0    84     1    14
  7.6248607415418830E+00 a      1675     0    84     1    15
 -1.5671745144652201E+01 a      1676     0    84     1    16
  1.1539260791759242E+01 a      1677     0    84     1    17
 -8.7275513500387749E+00 a      1678     0    84     1    18
  3.7888563977786456E+00 a      1679     0    84     1    19
  3.3682195478071257E+00 a      1680     0    84     1    20
  5.9876531269903088E+00 a      1681     0    85     1     1
  9.8370029644836592E+00 a      1682     0    85     1     2
 -1.6486565399035857E-01 a      1683     0    85     1     3
  1.4745864124042429E+00 a      1684     0    85     1     4
  1.9325844161608146E+01 a      1685     0    85     1     5
 -9.4310446343216352E+00 a      1686     0    85     1     6
  2.1764705127934469E+00 a      1687     0    85     1     7
 -1.8234284525445765E-01 a      1688     0    85     1     8
 -2.5135241943206807E+01 a      1689     0    85     1     9
  2.9518988835503306E+00 a      1690     0    85     1    10
 -3.2813728334799620E+01 a      1691     0    85     1    11
 -8.2755969797584372E-01 a      1692     0    85     1    12
 -5.3865881458262557E+00 a      1693     0    85     1    13
 -2.5831512321918404E+00 a      1694     0    85     1    14
 -1.0500675246706296E+01 a      1695     0    85     1    15
  1.3532313486817264E+01 a      1696     0    85     1    16
  1.1746936233498079E+01 a      1697     0    85     1    17
  5.1787179294547236E+00 a      1698     0    85     1    18
  8.1240930498222923E+00 a      1699     0    85     1    19
 -5.6013591794269342E+00 a      1700     0    85     1    20
  9.2738553522879865E+00 a      1701     0    86     1     1
 -6.4056208222476636E+00 a      1702     0    86     1     2
  6.6518449600011254E+00 a      1703     0    86     1     3
  1.9385749340669325E+00 a      1704     0    86     1     4
  3.0104069818309664E+00 a      1705     0    86     1     5
 -1.1868881744348565E+01 a      1706     0    86     1     6
 -8.6041773173152269E-01 a      1707     0    86     1     7
  2.2714508562959650E+00 a      1708     0    86     1     8
  1.9973661647628013E+01 a      1709     0    86     1     9
 -3.8562973606999815E+00 a      1710     0    86     1    10
  6.9970218226459622E+00 a      1711     0    86     1    11
 -2.9323855180874059E+00 a      1712     0    86     1    12
  2.3533237012376618E+00 a      1713     0    86     1    13
  5.7882389131244762E+00 a      1714     0    86     1    14
  4.2425544032691382E+00 a      1715     0    86     1    15
 -9.8368195489631294E-01 a      1716     0    86     1    16
  1.3483508454197792E+00 a      1717     0    86     1    17
 -7.5757043647555689E+00 a      1718     0    86     1    18
  3.9758936518847485E+00 a      1719     0    86     1    19
 -4.9632586536309420E+00 a      1720     0    86     1    20
 -2.9125411736179348E+01 a      1721     0    87     1     1
 -1.9717199866504771E+01 a      1722     0    87     1     2
  7.4166876024179542E+00 a      1723     0    87     1     3
  2.7581523232056111E+00 a      1724     0    87     1     4
  3.8160712175399825E+00 a      1725     0    87     1     5
 -1.1524000966181438E+01 a      1726     0    87     1     6
 -3.5244484603780610E+00 a      1727     0    87     1     7
 -2.4363292256961289E-01 a      1728     0    87     1     8
  1.3508055191702704E+01 a      1729     0    87     1     9
 -6.8797537275071519E-01 a      1730     0    87     1    10
  9.3575137707441520E+00 a      1731     0    87     1    11
 -2.4727297308352125E-01 a      1732     0    87     1    12
  4.2786597403422997E+00 a      1733     0    87     1    13
  1.3506938849288199E+01 a      1734     0    87     1    14
  1.1171094791698247E+01 a      1735     0    87     1    15
 -2.0217016141449690E+01 a      1736     0    87     1    16
 -2.3595948257420503E+00 a      1737     0    87     1    17
  2.0375985125275733E+00 a      1738     0    87     1    18
 -1.9748577249705772E+01 a      1739     0    87     1    19
 -1.3548650224569490E+01 a      1740     0    87     1    20
  2.3228021152229283E+00 a      1741     0    88     1     1
 -2.7383862135553684E+01 a      1742     0    88     1     2
  4.2334375651757616E+00 a      1743     0    88     1     3
  7.4563082890327259E-01 a      1744     0    88     1     4
 -1.2213199130517338E+00 a      1745     0    88     1     5
 -6.7995272660213839E+00 a      1746     0    88     1     6
 -4.3529830362088337E-02 a      1747     0    88     1     7
 -2.6989388591684205E+00 a      1748     0    88     1     8
 -9.6540194427764146E+00 a      1749     0    88     1     9
  8.5858979945155181E+00 a      1750     0    88     1    10
  3.1350976677152467E+00 a      1751     0    88     1    11
  2.7282811382585219E+00 a      1752     0    88     1    12
 -2.1584458520265541E+00 a      1753     0    88     1    13
  9.2501834651927217E-01 a      1754     0    88     1    14
 -6.9672472093597664E+00 a      1755     0    88     1    15
 -6.3357633276311018E+00 a      1756     0    88     1    16
 -3.0809529072707833E+00 a      1757     0    88     1    17
  1.0626161893636026E+00 a      1758     0    88     1    18
  2.1297380994875446E+01 a      1759     0    88     1    19
 -3.4902831864293049E-01 a      1760     0    88     1    20
 -1.6622540530582729E+01 a      1761     0    89     1     1
 -4.5638882013033912E+00 a      1762     0    89     1     2
  1.7605624462667574E+01 a      1763     0    89     1     3
 -5.6013459067177616E+00 a      1764     0    89     1     4
  7.8985607493978067E+00 a      1765     0    89     1     5
  8.3792371632771943E+00 a      1766     0    89     1     6
 -1.5246437162337301E-01 a      1767     0    89     1     7
 -3.4037410073079526E+00 a      1768     0    89     1     8
 -3.0301162996889235E+00 a      1769     0    89     1     9
  8.1929295885040503E+00 a      1770     0    89     1    10
 -7.6310196901126637E-01 a      1771     0    89     1    11
  1.6518707678947293E+00 a      1772     0    89     1    12
 -2.0148780045410244E-01 a      1773     0    89     1    13
 -2.4513183547947315E+00 a      1774     0    89     1    14
 -9.5102833485297023E+00 a      1775     0    89     1    15
  5.7392799354338022E+00 a      1776     0    89     1    16
  1.4868950715374298E+01 a      1777     0    89     1    17
  1.1227175273214840E+01 a      1778     0    89     1    18
 -3.9518987330721265E+00 a      1779     0    89     1    19
 -4.1173084605611185E+00 a      1780     0    89     1    20
 -2.3125286041979777E+01 a      1781     0    90     1     1
 -1.3322728583110846E+01 a      1782     0    90     1     2
 -2.8852546024342168E+01 a      1783     0    90     1     3
  2.6562379149945126E+01 a      1784     0    90     1     4
  5.5735238440359156E+00 a      1785     0    90     1     5
  1.5049774043596978E+01 a      1786     0    90     1     6
  1.1712478700893805E+00 a      1787     0    90     1     7
  2.1235610334511801E-01 a      1788     0    90     1     8
 -2.8030873512104262E+00 a      1789     0    90     1     9
 -5.2458232576708150E+00 a      1790     0    90     1    10
  2.2835036574958587E+00 a      1791     0    90     1    11
 -6.6919759972709408E-02 a      1792     0    90     1    12
 -6.6774542341864929E-01 a      1793     0    90     1    13
 -9.7291670639712642E+00 a      1794     0    90     1    14
 -5.2586311767601064E+00 a      1795     0    90     1    15
 -6.7964766932713969E+00 a      1796     0    90     1    16
 -6.4009807949084530E-01 a      1797     0    90     1    17
  1.2233541954175180E+01 a      1798     0    90     1    18
  1.2820911550669255E+01 a      1799     0    90     1    19
 -3.8612313894768260E+00 a      1800     0    90     1    20
 -2.0532216059260719E+01 a      1801     0    91     1     1
 -1.7611407578992355E+00 a      1802     0    91     1     2
  1.0547113064843950E+01 a      1803     0    91     1     3
  9.0361240377404304E+00 a      1804     0    91     1     4
  5.7114119852238741E+00 a      1805     0    91     1     5
 -5.0982036816828158E+00 a      1806     0    91     1     6
  9.9725150201417323E-01 a      1807     0    91     1     7
 -2.6435192664657725E+00 a      1808     0    91     1     8
 -5.1661409731230387E-02 a      1809     0    91     1     9
  2.0534993918217017E+00 a      1810     0    91     1    10
  3.0662915767587076E+00 a      1811     0    91     1    11
  1.4161431409402843E+00 a      1812     0    91     1    12
  5.4241222235909241E+00 a      1813     0    91     1    13
  2.5496766788650241E+01 a      1814     0    91     1    14
  1.1847159089103881E+01 a      1815     0    91     1    15
  1.8496488268253536E-01 a      1816     0    91     1    16
  3.0731509786101562E+01 a      1817     0    91     1    17
 -1.7310319169862907E+00 a      1818     0    91     1    18
 -1.4037740927193115E+01 a      1819     0    91     1    19
  2.0787201684419490E+00 a      1820     0    91     1    20
 -1.9343227049477527E+01 a      1821     0    92     1     1
  3.9786785404237017E+00 a      1822     0    92     1     2
 -8.4924103042425365E+00 a      1823     0    92     1     3
  1.7278938667426682E+00 a      1824     0    92     1     4
  6.1704020813681950E+00 a      1825     0    92     1     5
  9.2479706159029202E+00 a      1826     0    92     1     6
  1.3938046213226705E+00 a      1827     0    92     1     7
 -2.9568939652763002E+00 a      1828     0    92     1     8
 -1.3010168928420972E+01 a      1829     0    92     1     9
 -1.4368417117232145E+01 a      1830     0    92     1    10
 -7.5049532802146430E+00 a      1831     0    92     1    11
  2.9823017174960866E+00 a      1832     0    92     1    12
 -3.0259411499002670E-01 a      1833     0    92     1    13
  4.1583159748305167E+00 a      1834     0    92     1    14
 -3.6099987120972923E+00 a      1835     0    92     1    15
  6.1084617509660717E+00 a      1836     0    92     1    16
  1.8151728990695599E+01 a      1837     0    92     1    17
 -1.9596269138025242E+01 a      1838     0    92     1    18
 -1.2919989643633304E+01 a      1839     0    92     1    19
  1.2087138692103501E+01 a      1840     0    92     1    20
 -2.5263405002687037E+01 a      1841     0    93     1     1
 -1.4883219729485193E+01 a      1842     0    93     1     2
 -2.6101223585243218E+01 a      1843     0    93     1     3
  1.6098286533800081E+01 a      1844     0    93     1     4
  1.5929148082167599E+00 a      1845     0    93     1     5
  6.5367688148323939E+00 a      1846     0    93     1     6
  4.5898645755295586E+00 a      1847     0    93     1     7
 -1.4114489927067506E+00 a      1848     0    93     1     8
  2.5757491199837945E+00 a      1849     0    93     1     9
 -6.2281515878785436E+00 a      1850     0    93     1    10
 -3.7538719641577112E+00 a      1851     0    93     1    11
 -2.9218117736176810E+00 a      1852     0    93     1    12
 -3.7194948387824871E+00 a      1853     0    93     1    13
 -9.8152805029867434E+00 a      1854     0    93     1    14
  3.1457729836513741E+00 a      1855     0    93     1    15
 -4.1352395651675540E+00 a      1856     0    93     1    16
  2.2871659754998564E+01 a      1857     0    93     1    17
 -3.6966466796364386E+00 a      1858     0    93     1    18
  2.3996577242986522E+01 a      1859     0    93     1    19
  3.3665355836345761E+01 a      1860     0    93     1    20
  2.0288698752082286E+01 a      1861     0    94     1     1
  3.9128546774619068E+01 a      1862     0    94     1     2
 -1.5655016817345810E+01 a      1863     0    94     1     3
 -5.8905219907868398E+00 a      1864     0    94     1     4
 -4.7712404338425189E+00 a      1865     0    94     1     5
 -2.2752709094054357E+01 a      1866     0    94     1     6
  1.0452019562688192E-01 a      1867     0    94     1     7
  5.1158736910861089E+00 a      1868     0    94     1     8
  1.1016263184014834E+01 a      1869     0    94     1     9
 -1.8973684794410175E+01 a      1870     0    94     1    10
 -2.2595100024661736E+00 a      1871     0    94     1    11
 -1.5414609195143720E+00 a      1872     0    94     1    12
  2.9774202455601362E+00 a      1873     0    94     1    13
  4.0847221115489925E+00 a      1874     0    94     1    14
  1.5074435423878249E+01 a      1875     0    94     1    15
  7.8270204388878701E+00 a      1876     0    94     1    16
  6.0482226639614343E+00 a      1877     0    94     1    17
  1.0826474307845064E+01 a      1878     0    94     1    18
 -3.0204573000187903E+01 a      1879     0    94     1    19
  6.0503438614911675E-01 a      1880     0    94     1    20
  3.4315064400961802E+01 a      1881     0    95     1     1
 -2.0628345628158908E+00 a      1882     0    95     1     2
 -2.2628770975869191E+01 a      1883     0    95     1     3
  6.5693131284350592E+00 a      1884     0    95     1     4
 -9.9037899216305245E+00 a      1885     0    95     1     5
 -1.1482154646998994E+01 a      1886     0    95     1     6
  8.1083882057317613E-01 a      1887     0    95     1     7
  5.5117145103907053E+00 a      1888     0    95     1     8
 -5.5186367497808808E+00 a      1889     0    95     1     9
 -2.5431078409169928E+01 a      1890     0    95     1    10
 -1.1198734235193690E+01 a      1891     0    95     1    11
 -2.6767792795668996E+00 a      1892     0    95     1    12
 -4.6997161334991910E-01 a      1893     0    95     1    13
  3.4799704341146582E+00 a      1894     0    95     1    14
  1.0856610289743713E+01 a      1895     0    95     1    15
 -1.1399855162499135E+01 a      1896     0    95     1    16
 -1.8768740752739404E+01 a      1897     0    95     1    17
 -1.1531336954058125E+01 a      1898     0    95     1    18
  3.8141791139881907E+00 a      1899     0    95     1    19
  1.2271386634884172E+00 a      1900     0    95     1    20
  1.9869183427045161E+01 a      1901     0    96     1     1
 -8.3188162880236938E+00 a      1902     0    96     1     2
  3.7460040340862051E+01 a      1903     0    96     1     3
 -4.4702812423371746E+01 a      1904     0    96     1     4
 -8.2361449903561841E+00 a      1905     0    96     1     5
 -1.5396874153903306E+01 a      1906     0    96     1     6
 -1.6436622838295758E+00 a      1907     0    96     1     7
  1.2427354693490233E-01 a      1908     0    96     1     8
  1.7695077505332282E+01 a      1909     0    96     1     9
 -1.5690781515145583E+01 a      1910     0    96     1    10
  1.2957866888543557E-01 a      1911     0    96     1    11
  3.0756982590667203E-01 a      1912     0    96     1    12
 -5.0794160442520031E-01 a      1913     0    96     1    13
  1.4764051882868657E+01 a      1914     0    96     1    14
  9.1574800189314818E+00 a      1915     0    96     1    15
 -3.3565352349752526E+00 a      1916     0    96     1    16
  9.1842583175871280E+00 a      1917     0    96     1    17
 -2.2234290211219488E+01 a      1918     0    96     1    18
 -1.1310929507724168E+01 a      1919     0    96     1    19
  2.0579424561576181E+00 a      1920     0    96     1    20
  4.0834822036171509E+01 a      1921     0    97     1     1
  1.1674908513960581E+01 a      1922     0    97     1     2
 -1.7146241591847186E+01 a      1923     0    97     1     3
 -3.6362069023379107E+00 a      1924     0    97     1     4
 -3.0079470398474037E+00 a      1925     0    97     1     5
  1.3046107171175498E+01 a      1926     0    97     1     6
 -3.7415361416156645E-01 a      1927     0    97     1     7
  3.5371707072420295E+00 a      1928     0    97     1     8
 -2.9369269203355898E+01 a      1929     0    97     1     9
 -3.4077534962938998E+00 a      1930     0    97     1    10
 -8.9799672437750075E+00 a      1931     0    97     1    11
 -1.7141208540752173E+00 a      1932     0    97     1    12
 -1.0239943012029984E+01 a      1933     0    97     1    13
 -4.2508230862513493E+01 a      1934     0    97     1    14
 -1.9892943451967859E+01 a      1935     0    97     1    15
  9.9752495157704224E-01 a      1936     0    97     1    16
 -3.6166930208081560E+01 a      1937     0    97     1    17
  4.2187119679188081E+00 a      1938     0    97     1    18
  5.5504112657833204E+01 a      1939     0    97     1    19
 -1.0111704073700144E+01 a      1940     0    97     1    20
  4.0896546393755578E+01 a      1941     0    98     1     1
 -1.3805045040549484E+01 a      1942     0    98     1     2
  1.0489351693456690E+01 a      1943     0    98     1     3
 -2.7813696237433474E+00 a      1944     0    98     1     4
 -1.1139900451288410E+01 a      1945     0    98     1     5
 -9.2395308634386399E+00 a      1946     0    98     1     6
 -1.7861775832198210E+00 a      1947     0    98     1     7
  4.1445017387049798E+00 a      1948     0    98     1     8
  1.3325726409663776E+01 a      1949     0    98     1     9
  6.5866023506115638E+00 a      1950     0    98     1    10
  1.2755913552247597E+01 a      1951     0    98     1    11
 -3.5054544733608184E+00 a      1952     0    98     1    12
  7.3041368749213265E-01 a      1953     0    98     1    13
 -2.3344102069923403E+00 a      1954     0    98     1    14
  6.7335075666766295E+00 a      1955     0    98     1    15
 -1.7387824999444096E+01 a      1956     0    98     1    16
 -2.5236883665352323E+01 a      1957     0    98     1    17
  3.2628445727929289E+01 a      1958     0    98     1    18
  1.0760038021115248E+01 a      1959     0    98     1    19
 -1.8488089676897481E+01 a      1960     0    98     1    20
  2.6594692289693249E+01 a      1961     0    99     1     1
 -2.7513283101178256E+00 a      1962     0    99     1     2
  3.2501084118427556E+01 a      1963     0    99     1     3
 -1.6813844882841824E+01 a      1964     0    99     1     4
  2.2986015328342844E+00 a      1965     0    99     1     5
  2.1553199475560971E+00 a      1966     0    99     1     6
 -6.0957348696296823E+00 a      1967     0    99     1     7
  2.5549778402346903E+00 a      1968     0    99     1     8
  1.5518824861032527E+01 a      1969     0    99     1     9
  4.2222983948511157E+00 a      1970     0    99     1    10
  1.3676060557994374E+01 a      1971     0    99     1    11
  3.1630876571803221E+00 a      1972     0    99     1    12
  4.4896163199853270E+00 a      1973     0    99     1    13
  2.5253908365951375E+01 a      1974     0    99     1    14
  5.5859763993244416E+00 a      1975     0    99     1    15
 -9.6993150407846418E+00 a      1976     0    99     1    16
 -2.8813091947229154E+01 a      1977     0    99     1    17
  9.9803148989339086E+00 a      1978     0    99     1    18
 -5.1661885613387000E+01 a      1979     0    99     1    19
 -4.7470648209310717E+01 a      1980     0    99     1    20
  3.1757237001123371E+00 a      1981     0   100     1     1
 -1.6575785975007491E+01 a      1982     0   100     1     2
  3.3505985658655426E+00 a      1983     0   100     1     3
  1.1112479991787682E+01 a      1984     0   100     1     4
 -2.6437897401002144E+00 a      1985     0   100     1     5
  1.2481380301490526E+01 a      1986     0   100     1     6
  3.0905075591705206E-01 a      1987     0   100     1     7
  6.8694940234342716E-01 a      1988     0   100     1     8
 -1.9068371959040633E+01 a      1989     0   100     1     9
  1.3709288835560237E+01 a      1990     0   100     1    10
 -1.8109691764008859E+00 a      1991     0   100     1    11
 -2.8860885064002475E+00 a      1992     0   100     1    12
 -8.8243725590675637E-01 a      1993     0   100     1    13
 -4.3621228111881809E+00 a      1994     0   100     1    14
 -1.0366594448132660E+00 a      1995     0   100     1    15
  8.5041775535027186E-01 a      1996     0   100     1    16
 -1.7973959088138848E+01 a      1997     0   100     1    17
  5.5051834649876694E+00 a      1998     0   100     1    18
 -1.3454187697150575E+01 a      1999     0   100     1    19
  1.0208861097796028E+01 a      2000     0   100     1    20
  7.1678804088114951E+00 a      2001     0   101     1     1
  1.9510288188314608E+00 a      2002     0   101     1     2
 -9.2245009723039706E-01 a      2003     0   101     1     3
  1.0421603203037950E+01 a      2004     0   101     1     4
  3.0818422047351346E+00 a      2005     0   101     1     5
 -2.2704812391070689E+01 a      2006     0   101     1     6
  4.0288161202413764E-01 a      2007     0   101     1     7
  1.4827195234568273E+00 a      2008     0   101     1     8
  1.0005892748373484E-01 a      2009     0   101     1     9
 -6.0245664448284320E+00 a      2010     0   101     1    10
  1.1335168456614010E+01 a      2011     0   101     1    11
 -6.5363755702665349E-01 a      2012     0   101     1    12
  2.3180604118182579E-01 a      2013     0   101     1    13
  3.5129730009239211E+00 a      2014     0   101     1    14
 -4.5567672922558422E-01 a      2015     0   101     1    15
 -2.1725780296561407E-02 a      2016     0   101     1    16
  8.4134025664682124E+00 a      2017     0   101     1    17
  3.2182152936429070E+01 a      2018     0   101     1    18
  3.5784857592040709E-01 a      2019     0   101     1    19
 -4.2366673578070940E-01 a      2020     0   101     1    20
  5.0408800344143403E+00 a      2021     0   102     1     1
  1.0228980387566804E+01 a      2022     0   102     1     2
  1.6803569904901643E+01 a      2023     0   102     1     3
 -3.6574751042660294E+00 a      2024     0   102     1     4
  1.0044137333851051E+01 a      2025     0   102     1     5
 -2.3910782425562691E+00 a      2026     0   102     1     6
 -6.4261747749826814E-01 a      2027     0   102     1     7
 -1.0432727660008281E-01 a      2028     0   102     1     8
  3.5071009071822288E+00 a      2029     0   102     1     9
 -1.1937712683986199E+01 a      2030     0   102     1    10
 -9.6088782300830311E-01 a      2031     0   102     1    11
 -1.5994255712959132E-04 a      2032     0   102     1    12
  1.4904207009804096E+00 a      2033     0   102     1    13
  6.0591711133708559E+00 a      2034     0   102     1    14
  3.9566971298123770E+00 a      2035     0   102     1    15
  7.9041367474745916E-01 a      2036     0   102     1    16
 -8.1938955614556719E-01 a      2037     0   102     1    17
 -1.8328170218624478E+00 a      2038     0   102     1    18
  1.8752505094242617E+00 a      2039     0   102     1    19
  1.4932576112173830E+00 a      2040     0   102     1    20
 -2.4563674181591132E+01 a      2041     0   103     1     1
  1.2693457667040697E+00 a      2042     0   103     1     2
 -4.4381048466492565E+00 a      2043     0   103     1     3
 -9.0889249737954732E+00 a      2044     0   103     1     4
 -9.6321104230473309E-01 a      2045     0   103     1     5
 -6.2791380685556071E+00 a      2046     0   103     1     6
 -5.0698744289822961E-01 a      2047     0   103     1     7
 -8.3824306238555024E-02 a      2048     0   103     1     8
  6.5066659855891871E+00 a      2049     0   103     1     9
 -9.3615073298120262E+00 a      2050     0   103     1    10
  7.3537868490100733E-01 a      2051     0   103     1    11
 -1.7845122675783842E+00 a      2052     0   103     1    12
 -2.3607816811205806E+00 a      2053     0   103     1    13
 -7.2168860004474782E+00 a      2054     0   103     1    14
 -5.0091700152176291E+00 a      2055     0   103     1    15
  1.9917699940969043E+00 a      2056     0   103     1    16
  7.0358932964457583E+00 a      2057     0   103     1    17
  1.0820166986455897E+00 a      2058     0   103     1    18
  7.5731829454931798E+00 a      2059     0   103     1    19
 -1.1356458687472799E+01 a      2060     0   103     1    20
 -1.1350693998651805E+01 a      2061     0   104     1     1
 -7.5989180257307520E+00 a      2062     0   104     1     2
  7.6017169086887355E+00 a      2063     0   104     1     3
  2.7143030403350519E+00 a      2064     0   104     1     4
  6.7410435240885711E+00 a      2065     0   104     1     5
 -1.7349487619581783E+00 a      2066     0   104     1     6
 -1.1190750997643355E+00 a      2067     0   104     1     7
  1.8493580274601495E-01 a      2068     0   104     1     8
  2.0192553759800294E-02 a      2069     0   104     1     9
  8.9693650938007004E+00 a      2070     0   104     1    10
 -2.3716870600827455E+00 a      2071     0   104     1    11
 -6.4884994665287421E-01 a      2072     0   104     1    12
  6.6187596628802248E-01 a      2073     0   104     1    13
 -8.8232234853458351E+00 a      2074     0   104     1    14
  3.3787167430597687E+00 a      2075     0   104     1    15
  2.6208785292054424E+00 a      2076     0   104     1    16
 -1.4714130563035347E+01 a      2077     0   104     1    17
  8.0013288427944822E+00 a      2078     0   104     1    18
  1.0144829996212289E+01 a      2079     0   104     1    19
 -6.4941734214041738E+00 a      2080     0   104     1    20
  9.4660022332277460E+00 a      2081     0   105     1     1
  2.3047104408543535E+00 a      2082     0   105     1     2
  1.0064031416908525E+01 a      2083     0   105     1     3
 -3.6142651536444275E+00 a      2084     0   105     1     4
  1.5358824056142266E+00 a      2085     0   105     1     5
  1.3988908384232774E+01 a      2086     0   105     1     6
 -1.4959020303718142E+00 a      2087     0   105     1     7
 -1.5416630064729757E+00 a      2088     0   105     1     8
 -1.1105687893829028E+01 a      2089     0   105     1     9
  1.1345086075250745E+01 a      2090     0   105     1    10
 -4.3313099244244198E+00 a      2091     0   105     1    11
  1.6098422924738423E+00 a      2092     0   105     1    12
  1.8422999303075507E+00 a      2093     0   105     1    13
 -4.3426531890252429E+00 a      2094     0   105     1    14
 -8.5574465473796746E-01 a      2095     0   105     1    15
  1.0445473194543766E+01 a      2096     0   105     1    16
  8.2586976004882082E+00 a      2097     0   105     1    17
 -7.5947806049125930E+00 a      2098     0   105     1    18
 -4.2298707787104028E+00 a      2099     0   105     1    19
 -1.4030810390182982E+01 a      2100     0   105     1    20
 -2.0184225586349047E+01 a      2101     0   106     1     1
